stage,cell_id,predictor,risk_policy,target_style,target_offset_m,ego_init_id,min_center_distance_m,min_footprint_separation_m,footprint_collision,conflict_point_x,conflict_point_y,yield_order_valid,clearance_time_gap_s,logged_footprint_margin_m
day11,B1_fixed_medium_assertive_offset_p3,B1,fixed_medium,assertive,3.0,49,4.973134069526816,1.5410174992925978,0,30.29488754272461,3.722186803817749,1,1.4500000216066837,0.25
day11,B1_fixed_medium_assertive_offset_p3,B1,fixed_medium,assertive,3.0,50,5.530410699365608,2.301375929388576,0,30.64457893371582,3.698859930038452,1,1.700000025331974,0.25
day11,B1_fixed_medium_reactive_offset_m3,B1,fixed_medium,reactive,-3.0,46,4.303508002892318,0.8137561891071389,0,30.08803367614746,3.666027784347534,1,1.3000000193715096,0.25
day11,B1_fixed_medium_reactive_offset_m3,B1,fixed_medium,reactive,-3.0,47,4.39255727760767,0.9618869950086008,0,30.01261329650879,3.7387651205062866,1,1.1500000171363354,0.25
day11,B1_fixed_medium_reactive_offset_m3,B1,fixed_medium,reactive,-3.0,48,4.568130997680831,1.1092748609712701,0,30.18367576599121,3.697750449180603,1,1.5000000223517418,0.25
day11,B1_fixed_medium_reactive_offset_m3,B1,fixed_medium,reactive,-3.0,49,4.606186061526975,1.1527320493977176,0,30.183335304260254,3.668213129043579,1,1.5000000223517418,0.25
day11,B1_fixed_medium_reactive_offset_m3,B1,fixed_medium,reactive,-3.0,50,4.894869752897773,1.5190175367224694,0,30.208779335021973,3.7017608880996704,1,1.5000000223517418,0.25
day11,B1_fixed_medium_reactive_offset_p3,B1,fixed_medium,reactive,3.0,46,4.776588483387699,1.3758062755631613,0,29.973763465881348,3.6262052059173584,1,1.2500000186264515,0.25
day11,B1_fixed_medium_reactive_offset_p3,B1,fixed_medium,reactive,3.0,47,4.979843480265431,1.7131931636604927,0,29.937042236328125,3.707239270210266,1,1.4500000216066837,0.25
day11,B1_fixed_medium_reactive_offset_p3,B1,fixed_medium,reactive,3.0,48,4.807569709209636,1.33608938540588,0,30.282251358032227,3.776228666305542,1,1.4000000208616257,0.25
day11,B1_fixed_medium_reactive_offset_p3,B1,fixed_medium,reactive,3.0,49,4.977107548231379,1.5436096417099567,0,30.297762870788574,3.715498924255371,1,1.4500000216066837,0.25
day11,B1_fixed_medium_reactive_offset_p3,B1,fixed_medium,reactive,3.0,50,5.493986847364627,2.256984751673048,0,30.409981727600098,3.674078941345215,1,1.600000023841858,0.25
