stage,cell_id,predictor,risk_policy,target_style,target_offset_m,ego_init_id,min_center_distance_m,min_footprint_separation_m,footprint_collision,conflict_point_x,conflict_point_y,yield_order_valid,clearance_time_gap_s,logged_footprint_margin_m
day10,B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,0.0,48,4.578230031499735,1.1189856710638426,0,30.082805633544922,3.6435476541519165,1,1.5000000223517418,0.25
day10,B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,0.0,49,4.619264260784954,1.1657346048784187,0,30.297531127929688,3.6967835426330566,1,1.5000000223517418,0.25
day10,B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,0.0,50,5.111460819885061,1.7774295966859968,0,30.119020462036133,3.6490626335144043,1,1.3500000201165676,0.25
day10,B1_fixed_conservative_assertive,B1,fixed_conservative,assertive,0.0,46,4.506650681885662,0.985224224512261,0,30.099757194519043,3.6808148622512817,1,1.1500000171363354,0.25
day10,B1_fixed_conservative_assertive,B1,fixed_conservative,assertive,0.0,47,4.497629540428082,1.0485621569234012,0,29.59117603302002,3.7404019832611084,1,1.1000000163912773,0.25
day10,B1_fixed_conservative_assertive,B1,fixed_conservative,assertive,0.0,48,4.650389036056041,1.17199954595732,0,30.132149696350098,3.664575457572937,1,1.5000000223517418,0.25
day10,B1_fixed_conservative_assertive,B1,fixed_conservative,assertive,0.0,49,4.790037474298601,1.3286414899674714,0,30.16265106201172,3.679990291595459,1,1.3000000193715096,0.25
day10,B1_fixed_conservative_assertive,B1,fixed_conservative,assertive,0.0,50,5.11094711923648,1.7736722290273221,0,30.11789321899414,3.657021164894104,1,1.3500000201165676,0.25
day10,B1_fixed_conservative_reactive,B1,fixed_conservative,reactive,0.0,46,4.315628351319943,0.825184024410073,0,30.17139720916748,3.711687445640564,1,1.4000000208616257,0.25
day10,B1_fixed_conservative_reactive,B1,fixed_conservative,reactive,0.0,47,4.628409239465073,1.2489637931007573,0,29.603254318237305,3.6400548219680786,1,1.1500000171363354,0.25
day10,B1_fixed_conservative_reactive,B1,fixed_conservative,reactive,0.0,48,4.578101624218562,1.1188090245058673,0,30.08123016357422,3.6710879802703857,1,1.5000000223517418,0.25
day10,B1_fixed_conservative_reactive,B1,fixed_conservative,reactive,0.0,49,4.618618466438759,1.1649170855003546,0,30.291848182678223,3.6903257369995117,1,1.5000000223517418,0.25
day10,B1_fixed_conservative_reactive,B1,fixed_conservative,reactive,0.0,50,4.6790479464149906,1.2654270746226322,0,30.10199546813965,3.63511860370636,1,1.2000000178813934,0.25
day10,B1_fixed_medium_assertive,B1,fixed_medium,assertive,0.0,46,4.508077295137095,0.9869335922513305,0,30.10012149810791,3.6791136264801025,1,1.1500000171363354,0.25
day10,B1_fixed_medium_assertive,B1,fixed_medium,assertive,0.0,47,4.483609537195651,1.0298477829869916,0,29.540098190307617,3.659168243408203,1,1.1000000163912773,0.25
