split,ego_init_id,rollout,cell_id,target_style,ego_policy,full_horizon,ego_speed_mps,target_speed_mps,ego_target_distance_m,future_valid_steps,response_active,target_start_offset_m
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,0.0018433449891658302,8.743291861404598,4.853826978251599,10.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,0.8764838229434256,9.194503785283526,5.896435423982695,10.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,1.9554531934314257,9.328750612460858,7.388197077170238,10.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,2.732982997272243,9.07752990917519,9.14984812444166,10.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,3.567921791818462,8.875319480996192,11.059791100875703,10.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,4.399543691889966,8.95673561203914,13.104326706931493,10.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,4.442266446062619,9.142661094671933,15.316921549840755,10.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,3.9057784998377962,9.159558296991388,17.56296651207923,10.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,1,3.5894965506064525,9.038425446006919,19.751029062389613,10.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.8060492889301654,8.972312927248542,21.91308776525472,9.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.222014989396235,9.028807640103981,24.09465788567785,8.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.1669537050837215,9.101202964906415,26.294536395888304,7.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.8854100089585004,9.091722488913094,28.46940532514608,6.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.707215142938971,9.03696250946878,30.581390662099622,5.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,3.9725094540459303,9.019297599877696,32.65069937222199,4.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.283822529395228,9.050513267632297,34.73876193639125,3.0,0.0,0.0
train,2,S0_ADAPTIVE/scenario_uk_give_way_ego_init_02_smpc_var_risk,S0_ADAPTIVE,assertive_constant_speed,adaptive_floor_weak,0,4.4333879245266115,9.07671070135883,36.81215376425558,2.0,0.0,0.0
