init_id,init_speed_mps,start_longitudinal_offset_m,factorial_cells,early_conflict_entries,footprint_collisions,competence_gate_passes,mean_solver_failure_fraction,outcome_pattern
126,9.834648303069205,-1.8254717304050727,4,4,0,0,0.14789824942563182,early_entry
127,8.160775432779605,1.9981926688404101,4,4,4,0,0.15688803949673513,collision
128,9.709431408440656,-1.0392541658079462,4,4,0,0,0.151356740694401,early_entry
129,8.289354794742726,-1.8591227838987705,4,0,0,4,0.03999125874125874,no_early_entry
130,8.358482155458335,-1.909616548833755,4,0,0,4,0.04131535378180551,no_early_entry
