scalar_id,generated_table,row_identity,field,value,unit,estimator,independent_unit_count,evidence_status,source_artifact,source_field
offline_cells:model_cell_id=head-large:trainable_parameters,table_offline_model_cells.csv,model_cell_id=head-large,trainable_parameters,1034208,unitless,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=head-large.trainable_parameters
offline_cells:model_cell_id=head-large:selection_median_rollout_macro_nll,table_offline_model_cells.csv,model_cell_id=head-large,selection_median_rollout_macro_nll,4.624917984008789,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=head-large.selection_median_rollout_macro_nll
offline_cells:model_cell_id=head-large:heldout_rollout_macro_nll_mean,table_offline_model_cells.csv,model_cell_id=head-large,heldout_rollout_macro_nll_mean,3.943328189849854,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=head-large.heldout_rollout_macro_nll_mean
offline_cells:model_cell_id=head-large:heldout_rollout_macro_nll_seed_sd,table_offline_model_cells.csv,model_cell_id=head-large,heldout_rollout_macro_nll_seed_sd,0.0006674471670288078,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=head-large.heldout_rollout_macro_nll_seed_sd
offline_cells:model_cell_id=head-large:seed_11_nll,table_offline_model_cells.csv,model_cell_id=head-large,seed_11_nll,3.943555450439453,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=head-large.seed_11_nll
offline_cells:model_cell_id=head-large:seed_23_nll,table_offline_model_cells.csv,model_cell_id=head-large,seed_23_nll,3.9438523292541503,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=head-large.seed_23_nll
offline_cells:model_cell_id=head-large:seed_37_nll,table_offline_model_cells.csv,model_cell_id=head-large,seed_37_nll,3.942576789855957,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=head-large.seed_37_nll
offline_cells:model_cell_id=mlp-h0p0-large:history_horizon_s,table_offline_model_cells.csv,model_cell_id=mlp-h0p0-large,history_horizon_s,0.0,seconds,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p0-large.history_horizon_s
offline_cells:model_cell_id=mlp-h0p0-large:trainable_parameters,table_offline_model_cells.csv,model_cell_id=mlp-h0p0-large,trainable_parameters,1035312,unitless,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p0-large.trainable_parameters
offline_cells:model_cell_id=mlp-h0p0-large:selection_median_rollout_macro_nll,table_offline_model_cells.csv,model_cell_id=mlp-h0p0-large,selection_median_rollout_macro_nll,4.5907793045043945,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p0-large.selection_median_rollout_macro_nll
offline_cells:model_cell_id=mlp-h0p0-large:heldout_rollout_macro_nll_mean,table_offline_model_cells.csv,model_cell_id=mlp-h0p0-large,heldout_rollout_macro_nll_mean,3.927073987325033,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p0-large.heldout_rollout_macro_nll_mean
offline_cells:model_cell_id=mlp-h0p0-large:heldout_rollout_macro_nll_seed_sd,table_offline_model_cells.csv,model_cell_id=mlp-h0p0-large,heldout_rollout_macro_nll_seed_sd,0.0008563587256699753,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p0-large.heldout_rollout_macro_nll_seed_sd
offline_cells:model_cell_id=mlp-h0p0-large:seed_11_nll,table_offline_model_cells.csv,model_cell_id=mlp-h0p0-large,seed_11_nll,3.927510452270508,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p0-large.seed_11_nll
offline_cells:model_cell_id=mlp-h0p0-large:seed_23_nll,table_offline_model_cells.csv,model_cell_id=mlp-h0p0-large,seed_23_nll,3.9260873317718508,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p0-large.seed_23_nll
offline_cells:model_cell_id=mlp-h0p0-large:seed_37_nll,table_offline_model_cells.csv,model_cell_id=mlp-h0p0-large,seed_37_nll,3.9276241779327394,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p0-large.seed_37_nll
offline_cells:model_cell_id=mlp-h0p4-large:history_horizon_s,table_offline_model_cells.csv,model_cell_id=mlp-h0p4-large,history_horizon_s,0.4,seconds,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p4-large.history_horizon_s
offline_cells:model_cell_id=mlp-h0p4-large:trainable_parameters,table_offline_model_cells.csv,model_cell_id=mlp-h0p4-large,trainable_parameters,1035312,unitless,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p4-large.trainable_parameters
offline_cells:model_cell_id=mlp-h0p4-large:selection_median_rollout_macro_nll,table_offline_model_cells.csv,model_cell_id=mlp-h0p4-large,selection_median_rollout_macro_nll,4.580316543579102,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p4-large.selection_median_rollout_macro_nll
offline_cells:model_cell_id=mlp-h0p4-large:heldout_rollout_macro_nll_mean,table_offline_model_cells.csv,model_cell_id=mlp-h0p4-large,heldout_rollout_macro_nll_mean,3.923324282964071,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p4-large.heldout_rollout_macro_nll_mean
offline_cells:model_cell_id=mlp-h0p4-large:heldout_rollout_macro_nll_seed_sd,table_offline_model_cells.csv,model_cell_id=mlp-h0p4-large,heldout_rollout_macro_nll_seed_sd,0.003938390498806065,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p4-large.heldout_rollout_macro_nll_seed_sd
offline_cells:model_cell_id=mlp-h0p4-large:seed_11_nll,table_offline_model_cells.csv,model_cell_id=mlp-h0p4-large,seed_11_nll,3.926110553741455,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p4-large.seed_11_nll
offline_cells:model_cell_id=mlp-h0p4-large:seed_23_nll,table_offline_model_cells.csv,model_cell_id=mlp-h0p4-large,seed_23_nll,3.9188185214996336,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p4-large.seed_23_nll
offline_cells:model_cell_id=mlp-h0p4-large:seed_37_nll,table_offline_model_cells.csv,model_cell_id=mlp-h0p4-large,seed_37_nll,3.9250437736511232,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h0p4-large.seed_37_nll
offline_cells:model_cell_id=mlp-h1p0-large:history_horizon_s,table_offline_model_cells.csv,model_cell_id=mlp-h1p0-large,history_horizon_s,1.0,seconds,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h1p0-large.history_horizon_s
offline_cells:model_cell_id=mlp-h1p0-large:trainable_parameters,table_offline_model_cells.csv,model_cell_id=mlp-h1p0-large,trainable_parameters,1035312,unitless,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h1p0-large.trainable_parameters
offline_cells:model_cell_id=mlp-h1p0-large:selection_median_rollout_macro_nll,table_offline_model_cells.csv,model_cell_id=mlp-h1p0-large,selection_median_rollout_macro_nll,4.578094482421875,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h1p0-large.selection_median_rollout_macro_nll
offline_cells:model_cell_id=mlp-h1p0-large:heldout_rollout_macro_nll_mean,table_offline_model_cells.csv,model_cell_id=mlp-h1p0-large,heldout_rollout_macro_nll_mean,3.9230475743611657,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h1p0-large.heldout_rollout_macro_nll_mean
offline_cells:model_cell_id=mlp-h1p0-large:heldout_rollout_macro_nll_seed_sd,table_offline_model_cells.csv,model_cell_id=mlp-h1p0-large,heldout_rollout_macro_nll_seed_sd,0.0007163233138393457,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h1p0-large.heldout_rollout_macro_nll_seed_sd
offline_cells:model_cell_id=mlp-h1p0-large:seed_11_nll,table_offline_model_cells.csv,model_cell_id=mlp-h1p0-large,seed_11_nll,3.9232402801513673,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h1p0-large.seed_11_nll
offline_cells:model_cell_id=mlp-h1p0-large:seed_23_nll,table_offline_model_cells.csv,model_cell_id=mlp-h1p0-large,seed_23_nll,3.9222546100616453,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h1p0-large.seed_23_nll
offline_cells:model_cell_id=mlp-h1p0-large:seed_37_nll,table_offline_model_cells.csv,model_cell_id=mlp-h1p0-large,seed_37_nll,3.9236478328704836,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=mlp-h1p0-large.seed_37_nll
offline_cells:model_cell_id=transformer-h0p0-large:history_horizon_s,table_offline_model_cells.csv,model_cell_id=transformer-h0p0-large,history_horizon_s,0.0,seconds,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p0-large.history_horizon_s
offline_cells:model_cell_id=transformer-h0p0-large:trainable_parameters,table_offline_model_cells.csv,model_cell_id=transformer-h0p0-large,trainable_parameters,1026816,unitless,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p0-large.trainable_parameters
offline_cells:model_cell_id=transformer-h0p0-large:selection_median_rollout_macro_nll,table_offline_model_cells.csv,model_cell_id=transformer-h0p0-large,selection_median_rollout_macro_nll,4.563243865966797,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p0-large.selection_median_rollout_macro_nll
offline_cells:model_cell_id=transformer-h0p0-large:heldout_rollout_macro_nll_mean,table_offline_model_cells.csv,model_cell_id=transformer-h0p0-large,heldout_rollout_macro_nll_mean,3.9200677553812664,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p0-large.heldout_rollout_macro_nll_mean
offline_cells:model_cell_id=transformer-h0p0-large:heldout_rollout_macro_nll_seed_sd,table_offline_model_cells.csv,model_cell_id=transformer-h0p0-large,heldout_rollout_macro_nll_seed_sd,0.0018113460897964473,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p0-large.heldout_rollout_macro_nll_seed_sd
offline_cells:model_cell_id=transformer-h0p0-large:seed_11_nll,table_offline_model_cells.csv,model_cell_id=transformer-h0p0-large,seed_11_nll,3.9191018104553224,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p0-large.seed_11_nll
offline_cells:model_cell_id=transformer-h0p0-large:seed_23_nll,table_offline_model_cells.csv,model_cell_id=transformer-h0p0-large,seed_23_nll,3.922157335281372,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p0-large.seed_23_nll
offline_cells:model_cell_id=transformer-h0p0-large:seed_37_nll,table_offline_model_cells.csv,model_cell_id=transformer-h0p0-large,seed_37_nll,3.9189441204071045,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p0-large.seed_37_nll
offline_cells:model_cell_id=transformer-h0p4-large:history_horizon_s,table_offline_model_cells.csv,model_cell_id=transformer-h0p4-large,history_horizon_s,0.4,seconds,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p4-large.history_horizon_s
offline_cells:model_cell_id=transformer-h0p4-large:trainable_parameters,table_offline_model_cells.csv,model_cell_id=transformer-h0p4-large,trainable_parameters,1026816,unitless,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p4-large.trainable_parameters
offline_cells:model_cell_id=transformer-h0p4-large:selection_median_rollout_macro_nll,table_offline_model_cells.csv,model_cell_id=transformer-h0p4-large,selection_median_rollout_macro_nll,4.559441566467285,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p4-large.selection_median_rollout_macro_nll
offline_cells:model_cell_id=transformer-h0p4-large:heldout_rollout_macro_nll_mean,table_offline_model_cells.csv,model_cell_id=transformer-h0p4-large,heldout_rollout_macro_nll_mean,3.9158212502797447,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p4-large.heldout_rollout_macro_nll_mean
offline_cells:model_cell_id=transformer-h0p4-large:heldout_rollout_macro_nll_seed_sd,table_offline_model_cells.csv,model_cell_id=transformer-h0p4-large,heldout_rollout_macro_nll_seed_sd,0.0014595835898484092,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p4-large.heldout_rollout_macro_nll_seed_sd
offline_cells:model_cell_id=transformer-h0p4-large:seed_11_nll,table_offline_model_cells.csv,model_cell_id=transformer-h0p4-large,seed_11_nll,3.9142078399658202,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p4-large.seed_11_nll
offline_cells:model_cell_id=transformer-h0p4-large:seed_23_nll,table_offline_model_cells.csv,model_cell_id=transformer-h0p4-large,seed_23_nll,3.9162059783935548,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p4-large.seed_23_nll
offline_cells:model_cell_id=transformer-h0p4-large:seed_37_nll,table_offline_model_cells.csv,model_cell_id=transformer-h0p4-large,seed_37_nll,3.917049932479858,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h0p4-large.seed_37_nll
offline_cells:model_cell_id=transformer-h1p0-large:history_horizon_s,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-large,history_horizon_s,1.0,seconds,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-large.history_horizon_s
offline_cells:model_cell_id=transformer-h1p0-large:trainable_parameters,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-large,trainable_parameters,1026816,unitless,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-large.trainable_parameters
offline_cells:model_cell_id=transformer-h1p0-large:selection_median_rollout_macro_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-large,selection_median_rollout_macro_nll,4.555816650390625,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-large.selection_median_rollout_macro_nll
offline_cells:model_cell_id=transformer-h1p0-large:heldout_rollout_macro_nll_mean,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-large,heldout_rollout_macro_nll_mean,3.916339747111003,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-large.heldout_rollout_macro_nll_mean
offline_cells:model_cell_id=transformer-h1p0-large:heldout_rollout_macro_nll_seed_sd,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-large,heldout_rollout_macro_nll_seed_sd,0.000781666810399791,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-large.heldout_rollout_macro_nll_seed_sd
offline_cells:model_cell_id=transformer-h1p0-large:seed_11_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-large,seed_11_nll,3.9159616947174074,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-large.seed_11_nll
offline_cells:model_cell_id=transformer-h1p0-large:seed_23_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-large,seed_23_nll,3.9172385692596436,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-large.seed_23_nll
offline_cells:model_cell_id=transformer-h1p0-large:seed_37_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-large,seed_37_nll,3.915818977355957,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-large.seed_37_nll
offline_cells:model_cell_id=transformer-h1p0-medium:history_horizon_s,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-medium,history_horizon_s,1.0,seconds,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-medium.history_horizon_s
offline_cells:model_cell_id=transformer-h1p0-medium:trainable_parameters,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-medium,trainable_parameters,497840,unitless,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-medium.trainable_parameters
offline_cells:model_cell_id=transformer-h1p0-medium:selection_median_rollout_macro_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-medium,selection_median_rollout_macro_nll,4.556626319885254,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-medium.selection_median_rollout_macro_nll
offline_cells:model_cell_id=transformer-h1p0-medium:heldout_rollout_macro_nll_mean,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-medium,heldout_rollout_macro_nll_mean,3.915355491638184,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-medium.heldout_rollout_macro_nll_mean
offline_cells:model_cell_id=transformer-h1p0-medium:heldout_rollout_macro_nll_seed_sd,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-medium,heldout_rollout_macro_nll_seed_sd,0.0019270695487161513,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-medium.heldout_rollout_macro_nll_seed_sd
offline_cells:model_cell_id=transformer-h1p0-medium:seed_11_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-medium,seed_11_nll,3.9162472248077393,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-medium.seed_11_nll
offline_cells:model_cell_id=transformer-h1p0-medium:seed_23_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-medium,seed_23_nll,3.9166751861572267,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-medium.seed_23_nll
offline_cells:model_cell_id=transformer-h1p0-medium:seed_37_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-medium,seed_37_nll,3.913144063949585,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-medium.seed_37_nll
offline_cells:model_cell_id=transformer-h1p0-small:history_horizon_s,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-small,history_horizon_s,1.0,seconds,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-small.history_horizon_s
offline_cells:model_cell_id=transformer-h1p0-small:trainable_parameters,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-small,trainable_parameters,167384,unitless,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-small.trainable_parameters
offline_cells:model_cell_id=transformer-h1p0-small:selection_median_rollout_macro_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-small,selection_median_rollout_macro_nll,4.560210227966309,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-small.selection_median_rollout_macro_nll
offline_cells:model_cell_id=transformer-h1p0-small:heldout_rollout_macro_nll_mean,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-small,heldout_rollout_macro_nll_mean,3.9167527516682945,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-small.heldout_rollout_macro_nll_mean
offline_cells:model_cell_id=transformer-h1p0-small:heldout_rollout_macro_nll_seed_sd,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-small,heldout_rollout_macro_nll_seed_sd,0.0015156542229132648,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-small.heldout_rollout_macro_nll_seed_sd
offline_cells:model_cell_id=transformer-h1p0-small:seed_11_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-small,seed_11_nll,3.917714500427246,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-small.seed_11_nll
offline_cells:model_cell_id=transformer-h1p0-small:seed_23_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-small,seed_23_nll,3.915005588531494,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-small.seed_23_nll
offline_cells:model_cell_id=transformer-h1p0-small:seed_37_nll,table_offline_model_cells.csv,model_cell_id=transformer-h1p0-small,seed_37_nll,3.9175381660461426,nats per valid prediction step,macro mean over declared grouping unit,,retrospective_held_out,postprocess/offline_synthesis.json,model_cell_id=transformer-h1p0-small.seed_37_nll
offline_contrasts:contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary:effect,table_three_axis_contrasts.csv,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary,effect,0.0004130045572916666,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary.effect
offline_contrasts:contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary:ci95_low,table_three_axis_contrasts.csv,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary,ci95_low,0.0003067970275878906,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary.ci95_low
offline_contrasts:contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary:ci95_high,table_three_axis_contrasts.csv,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary,ci95_high,0.0004961013793945313,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary.ci95_high
offline_contrasts:contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary:raw_sign_flip_p,table_three_axis_contrasts.csv,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary,raw_sign_flip_p,0.09090909090909091,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary.raw_sign_flip_p
offline_contrasts:contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary:holm_adjusted_p,table_three_axis_contrasts.csv,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary,holm_adjusted_p,0.36363636363636365,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary.holm_adjusted_p
offline_contrasts:contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary:independent_groups,table_three_axis_contrasts.csv,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary,independent_groups,5,count,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H1_capacity_transformer_full_small_minus_large;category=primary.independent_groups
offline_contrasts:contrast_id=H2_information_mlp_snapshot_minus_full;category=primary:effect,table_three_axis_contrasts.csv,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary,effect,0.004026412963867188,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary.effect
offline_contrasts:contrast_id=H2_information_mlp_snapshot_minus_full;category=primary:ci95_low,table_three_axis_contrasts.csv,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary,ci95_low,0.00338279406229655,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary.ci95_low
offline_contrasts:contrast_id=H2_information_mlp_snapshot_minus_full;category=primary:ci95_high,table_three_axis_contrasts.csv,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary,ci95_high,0.004649766286214193,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary.ci95_high
offline_contrasts:contrast_id=H2_information_mlp_snapshot_minus_full;category=primary:raw_sign_flip_p,table_three_axis_contrasts.csv,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary,raw_sign_flip_p,0.09090909090909091,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary.raw_sign_flip_p
offline_contrasts:contrast_id=H2_information_mlp_snapshot_minus_full;category=primary:holm_adjusted_p,table_three_axis_contrasts.csv,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary,holm_adjusted_p,0.36363636363636365,unitless,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary.holm_adjusted_p
offline_contrasts:contrast_id=H2_information_mlp_snapshot_minus_full;category=primary:independent_groups,table_three_axis_contrasts.csv,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary,independent_groups,5,count,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_mlp_snapshot_minus_full;category=primary.independent_groups
offline_contrasts:contrast_id=H2_information_transformer_snapshot_minus_full;category=primary:effect,table_three_axis_contrasts.csv,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary,effect,0.003728008270263672,nats per valid prediction step,paired initialisation-group contrast,5,retrospective_held_out,postprocess/offline_synthesis.json,contrast_id=H2_information_transformer_snapshot_minus_full;category=primary.effect
