scalar_id,generated_table,row_identity,field,value,unit,estimator,independent_unit_count,evidence_status,source_artifact,source_field
latency:model_cell_id=mlp-h0p4-large:measured_count,table_latency_summary.csv,model_cell_id=mlp-h0p4-large,measured_count,100,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=mlp-h0p4-large.measured_count
latency:model_cell_id=mlp-h0p4-large:heldout_rollout_macro_nll_mean,table_latency_summary.csv,model_cell_id=mlp-h0p4-large,heldout_rollout_macro_nll_mean,3.923324282964071,nats per valid prediction step,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=mlp-h0p4-large.heldout_rollout_macro_nll_mean
latency:model_cell_id=transformer-h1p0-small:retained_seeds,table_latency_summary.csv,model_cell_id=transformer-h1p0-small,retained_seeds,3,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-small.retained_seeds
latency:model_cell_id=transformer-h1p0-small:mean_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h1p0-small,mean_latency_ms,40.20205773413181,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-small.mean_latency_ms
latency:model_cell_id=transformer-h1p0-small:p50_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h1p0-small,p50_latency_ms,39.727540065844856,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-small.p50_latency_ms
latency:model_cell_id=transformer-h1p0-small:p95_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h1p0-small,p95_latency_ms,43.48868913948536,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-small.p95_latency_ms
latency:model_cell_id=transformer-h1p0-small:trainable_parameters,table_latency_summary.csv,model_cell_id=transformer-h1p0-small,trainable_parameters,167384,unitless,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-small.trainable_parameters
latency:model_cell_id=transformer-h1p0-small:warmup_count,table_latency_summary.csv,model_cell_id=transformer-h1p0-small,warmup_count,20,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-small.warmup_count
latency:model_cell_id=transformer-h1p0-small:measured_count,table_latency_summary.csv,model_cell_id=transformer-h1p0-small,measured_count,100,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-small.measured_count
latency:model_cell_id=transformer-h1p0-small:heldout_rollout_macro_nll_mean,table_latency_summary.csv,model_cell_id=transformer-h1p0-small,heldout_rollout_macro_nll_mean,3.9167527516682945,nats per valid prediction step,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-small.heldout_rollout_macro_nll_mean
latency:model_cell_id=transformer-h1p0-medium:retained_seeds,table_latency_summary.csv,model_cell_id=transformer-h1p0-medium,retained_seeds,3,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-medium.retained_seeds
latency:model_cell_id=transformer-h1p0-medium:mean_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h1p0-medium,mean_latency_ms,41.48392880956332,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-medium.mean_latency_ms
latency:model_cell_id=transformer-h1p0-medium:p50_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h1p0-medium,p50_latency_ms,39.94906942049662,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-medium.p50_latency_ms
latency:model_cell_id=transformer-h1p0-medium:p95_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h1p0-medium,p95_latency_ms,51.12152447303135,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-medium.p95_latency_ms
latency:model_cell_id=transformer-h1p0-medium:trainable_parameters,table_latency_summary.csv,model_cell_id=transformer-h1p0-medium,trainable_parameters,497840,unitless,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-medium.trainable_parameters
latency:model_cell_id=transformer-h1p0-medium:warmup_count,table_latency_summary.csv,model_cell_id=transformer-h1p0-medium,warmup_count,20,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-medium.warmup_count
latency:model_cell_id=transformer-h1p0-medium:measured_count,table_latency_summary.csv,model_cell_id=transformer-h1p0-medium,measured_count,100,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-medium.measured_count
latency:model_cell_id=transformer-h1p0-medium:heldout_rollout_macro_nll_mean,table_latency_summary.csv,model_cell_id=transformer-h1p0-medium,heldout_rollout_macro_nll_mean,3.915355491638184,nats per valid prediction step,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-medium.heldout_rollout_macro_nll_mean
latency:model_cell_id=transformer-h0p0-large:retained_seeds,table_latency_summary.csv,model_cell_id=transformer-h0p0-large,retained_seeds,3,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p0-large.retained_seeds
latency:model_cell_id=transformer-h0p0-large:mean_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h0p0-large,mean_latency_ms,41.605261440078415,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p0-large.mean_latency_ms
latency:model_cell_id=transformer-h0p0-large:p50_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h0p0-large,p50_latency_ms,40.66804796457291,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p0-large.p50_latency_ms
latency:model_cell_id=transformer-h0p0-large:p95_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h0p0-large,p95_latency_ms,47.33082869400581,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p0-large.p95_latency_ms
latency:model_cell_id=transformer-h0p0-large:trainable_parameters,table_latency_summary.csv,model_cell_id=transformer-h0p0-large,trainable_parameters,1026816,unitless,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p0-large.trainable_parameters
latency:model_cell_id=transformer-h0p0-large:warmup_count,table_latency_summary.csv,model_cell_id=transformer-h0p0-large,warmup_count,20,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p0-large.warmup_count
latency:model_cell_id=transformer-h0p0-large:measured_count,table_latency_summary.csv,model_cell_id=transformer-h0p0-large,measured_count,100,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p0-large.measured_count
latency:model_cell_id=transformer-h0p0-large:heldout_rollout_macro_nll_mean,table_latency_summary.csv,model_cell_id=transformer-h0p0-large,heldout_rollout_macro_nll_mean,3.9200677553812664,nats per valid prediction step,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p0-large.heldout_rollout_macro_nll_mean
latency:model_cell_id=mlp-h0p0-large:retained_seeds,table_latency_summary.csv,model_cell_id=mlp-h0p0-large,retained_seeds,3,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=mlp-h0p0-large.retained_seeds
latency:model_cell_id=mlp-h0p0-large:mean_latency_ms,table_latency_summary.csv,model_cell_id=mlp-h0p0-large,mean_latency_ms,41.63828852276007,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=mlp-h0p0-large.mean_latency_ms
latency:model_cell_id=mlp-h0p0-large:p50_latency_ms,table_latency_summary.csv,model_cell_id=mlp-h0p0-large,p50_latency_ms,40.2524167050918,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=mlp-h0p0-large.p50_latency_ms
latency:model_cell_id=mlp-h0p0-large:p95_latency_ms,table_latency_summary.csv,model_cell_id=mlp-h0p0-large,p95_latency_ms,49.68724176287651,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=mlp-h0p0-large.p95_latency_ms
latency:model_cell_id=mlp-h0p0-large:trainable_parameters,table_latency_summary.csv,model_cell_id=mlp-h0p0-large,trainable_parameters,1035312,unitless,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=mlp-h0p0-large.trainable_parameters
latency:model_cell_id=mlp-h0p0-large:warmup_count,table_latency_summary.csv,model_cell_id=mlp-h0p0-large,warmup_count,20,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=mlp-h0p0-large.warmup_count
latency:model_cell_id=mlp-h0p0-large:measured_count,table_latency_summary.csv,model_cell_id=mlp-h0p0-large,measured_count,100,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=mlp-h0p0-large.measured_count
latency:model_cell_id=mlp-h0p0-large:heldout_rollout_macro_nll_mean,table_latency_summary.csv,model_cell_id=mlp-h0p0-large,heldout_rollout_macro_nll_mean,3.927073987325033,nats per valid prediction step,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=mlp-h0p0-large.heldout_rollout_macro_nll_mean
latency:model_cell_id=head-large:retained_seeds,table_latency_summary.csv,model_cell_id=head-large,retained_seeds,3,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=head-large.retained_seeds
latency:model_cell_id=head-large:mean_latency_ms,table_latency_summary.csv,model_cell_id=head-large,mean_latency_ms,42.73865143458048,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=head-large.mean_latency_ms
latency:model_cell_id=head-large:p50_latency_ms,table_latency_summary.csv,model_cell_id=head-large,p50_latency_ms,42.58571440974871,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=head-large.p50_latency_ms
latency:model_cell_id=head-large:p95_latency_ms,table_latency_summary.csv,model_cell_id=head-large,p95_latency_ms,48.51611331105232,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=head-large.p95_latency_ms
latency:model_cell_id=head-large:trainable_parameters,table_latency_summary.csv,model_cell_id=head-large,trainable_parameters,1034208,unitless,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=head-large.trainable_parameters
latency:model_cell_id=head-large:warmup_count,table_latency_summary.csv,model_cell_id=head-large,warmup_count,20,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=head-large.warmup_count
latency:model_cell_id=head-large:measured_count,table_latency_summary.csv,model_cell_id=head-large,measured_count,100,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=head-large.measured_count
latency:model_cell_id=head-large:heldout_rollout_macro_nll_mean,table_latency_summary.csv,model_cell_id=head-large,heldout_rollout_macro_nll_mean,3.943328189849854,nats per valid prediction step,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=head-large.heldout_rollout_macro_nll_mean
latency:model_cell_id=transformer-h0p4-large:retained_seeds,table_latency_summary.csv,model_cell_id=transformer-h0p4-large,retained_seeds,3,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p4-large.retained_seeds
latency:model_cell_id=transformer-h0p4-large:mean_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h0p4-large,mean_latency_ms,45.69594564537207,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p4-large.mean_latency_ms
latency:model_cell_id=transformer-h0p4-large:p50_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h0p4-large,p50_latency_ms,45.08958011865616,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p4-large.p50_latency_ms
latency:model_cell_id=transformer-h0p4-large:p95_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h0p4-large,p95_latency_ms,53.89338315774997,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p4-large.p95_latency_ms
latency:model_cell_id=transformer-h0p4-large:trainable_parameters,table_latency_summary.csv,model_cell_id=transformer-h0p4-large,trainable_parameters,1026816,unitless,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p4-large.trainable_parameters
latency:model_cell_id=transformer-h0p4-large:warmup_count,table_latency_summary.csv,model_cell_id=transformer-h0p4-large,warmup_count,20,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p4-large.warmup_count
latency:model_cell_id=transformer-h0p4-large:measured_count,table_latency_summary.csv,model_cell_id=transformer-h0p4-large,measured_count,100,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p4-large.measured_count
latency:model_cell_id=transformer-h0p4-large:heldout_rollout_macro_nll_mean,table_latency_summary.csv,model_cell_id=transformer-h0p4-large,heldout_rollout_macro_nll_mean,3.9158212502797447,nats per valid prediction step,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h0p4-large.heldout_rollout_macro_nll_mean
latency:model_cell_id=transformer-h1p0-large:retained_seeds,table_latency_summary.csv,model_cell_id=transformer-h1p0-large,retained_seeds,3,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-large.retained_seeds
latency:model_cell_id=transformer-h1p0-large:mean_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h1p0-large,mean_latency_ms,45.921627221008144,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-large.mean_latency_ms
latency:model_cell_id=transformer-h1p0-large:p50_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h1p0-large,p50_latency_ms,45.39593433340391,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-large.p50_latency_ms
latency:model_cell_id=transformer-h1p0-large:p95_latency_ms,table_latency_summary.csv,model_cell_id=transformer-h1p0-large,p95_latency_ms,53.44453708579143,milliseconds,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-large.p95_latency_ms
latency:model_cell_id=transformer-h1p0-large:trainable_parameters,table_latency_summary.csv,model_cell_id=transformer-h1p0-large,trainable_parameters,1026816,unitless,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-large.trainable_parameters
latency:model_cell_id=transformer-h1p0-large:warmup_count,table_latency_summary.csv,model_cell_id=transformer-h1p0-large,warmup_count,20,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-large.warmup_count
latency:model_cell_id=transformer-h1p0-large:measured_count,table_latency_summary.csv,model_cell_id=transformer-h1p0-large,measured_count,100,count,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-large.measured_count
latency:model_cell_id=transformer-h1p0-large:heldout_rollout_macro_nll_mean,table_latency_summary.csv,model_cell_id=transformer-h1p0-large,heldout_rollout_macro_nll_mean,3.916339747111003,nats per valid prediction step,macro mean over declared grouping unit,3,validation_latency_and_retrospective_heldout_accuracy,postprocess/latency/*/latency.json,model_cell_id=transformer-h1p0-large.heldout_rollout_macro_nll_mean
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:rollouts,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,rollouts,20,count,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.rollouts
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:independent_groups,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,independent_groups,10,count,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.independent_groups
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:target_styles,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,target_styles,2,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.target_styles
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:completion_time_s,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,completion_time_s,11.502500171400607,seconds,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.completion_time_s
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:min_footprint_separation_m,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,min_footprint_separation_m,1.1333610922985347,metres,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.min_footprint_separation_m
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:footprint_collision_rate,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,footprint_collision_rate,0.0,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.footprint_collision_rate
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:solver_failure_fraction,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,solver_failure_fraction,0.015082370112522028,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.solver_failure_fraction
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:prediction_fallback_fraction,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,prediction_fallback_fraction,0.07898842768094094,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.prediction_fallback_fraction
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:solver_activity_fraction,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,solver_activity_fraction,1.0,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.solver_activity_fraction
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:supervisor_active_fraction,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,supervisor_active_fraction,0.17410746599686283,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.supervisor_active_fraction
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:inloop_prediction_entropy,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,inloop_prediction_entropy,0.887733598994586,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.inloop_prediction_entropy
closed_loop_cells:predictor=B1;risk_policy=fixed_medium:inloop_top1_ADE_m,table_closed_loop_cells.csv,predictor=B1;risk_policy=fixed_medium,inloop_top1_ADE_m,0.26836927661146326,metres,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=fixed_medium.inloop_top1_ADE_m
closed_loop_cells:predictor=B1;risk_policy=adaptive:rollouts,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,rollouts,20,count,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.rollouts
closed_loop_cells:predictor=B1;risk_policy=adaptive:independent_groups,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,independent_groups,10,count,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.independent_groups
closed_loop_cells:predictor=B1;risk_policy=adaptive:target_styles,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,target_styles,2,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.target_styles
closed_loop_cells:predictor=B1;risk_policy=adaptive:completion_time_s,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,completion_time_s,11.55750017222017,seconds,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.completion_time_s
closed_loop_cells:predictor=B1;risk_policy=adaptive:min_footprint_separation_m,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,min_footprint_separation_m,1.111110405227947,metres,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.min_footprint_separation_m
closed_loop_cells:predictor=B1;risk_policy=adaptive:footprint_collision_rate,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,footprint_collision_rate,0.0,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.footprint_collision_rate
closed_loop_cells:predictor=B1;risk_policy=adaptive:solver_failure_fraction,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,solver_failure_fraction,0.014488779015742286,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.solver_failure_fraction
closed_loop_cells:predictor=B1;risk_policy=adaptive:prediction_fallback_fraction,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,prediction_fallback_fraction,0.078933750667036,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.prediction_fallback_fraction
closed_loop_cells:predictor=B1;risk_policy=adaptive:solver_activity_fraction,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,solver_activity_fraction,1.0,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.solver_activity_fraction
closed_loop_cells:predictor=B1;risk_policy=adaptive:supervisor_active_fraction,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,supervisor_active_fraction,0.17090294592717695,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.supervisor_active_fraction
closed_loop_cells:predictor=B1;risk_policy=adaptive:inloop_prediction_entropy,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,inloop_prediction_entropy,0.883485620718665,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.inloop_prediction_entropy
closed_loop_cells:predictor=B1;risk_policy=adaptive:inloop_top1_ADE_m,table_closed_loop_cells.csv,predictor=B1;risk_policy=adaptive,inloop_top1_ADE_m,0.25145507176653614,metres,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=B1;risk_policy=adaptive.inloop_top1_ADE_m
closed_loop_cells:predictor=P_star;risk_policy=fixed_medium:rollouts,table_closed_loop_cells.csv,predictor=P_star;risk_policy=fixed_medium,rollouts,20,count,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=P_star;risk_policy=fixed_medium.rollouts
closed_loop_cells:predictor=P_star;risk_policy=fixed_medium:independent_groups,table_closed_loop_cells.csv,predictor=P_star;risk_policy=fixed_medium,independent_groups,10,count,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=P_star;risk_policy=fixed_medium.independent_groups
closed_loop_cells:predictor=P_star;risk_policy=fixed_medium:target_styles,table_closed_loop_cells.csv,predictor=P_star;risk_policy=fixed_medium,target_styles,2,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=P_star;risk_policy=fixed_medium.target_styles
closed_loop_cells:predictor=P_star;risk_policy=fixed_medium:completion_time_s,table_closed_loop_cells.csv,predictor=P_star;risk_policy=fixed_medium,completion_time_s,11.595000172778963,seconds,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=P_star;risk_policy=fixed_medium.completion_time_s
closed_loop_cells:predictor=P_star;risk_policy=fixed_medium:min_footprint_separation_m,table_closed_loop_cells.csv,predictor=P_star;risk_policy=fixed_medium,min_footprint_separation_m,1.1226237605678795,metres,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=P_star;risk_policy=fixed_medium.min_footprint_separation_m
closed_loop_cells:predictor=P_star;risk_policy=fixed_medium:footprint_collision_rate,table_closed_loop_cells.csv,predictor=P_star;risk_policy=fixed_medium,footprint_collision_rate,0.0,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=P_star;risk_policy=fixed_medium.footprint_collision_rate
closed_loop_cells:predictor=P_star;risk_policy=fixed_medium:solver_failure_fraction,table_closed_loop_cells.csv,predictor=P_star;risk_policy=fixed_medium,solver_failure_fraction,0.014627751751382947,unitless,macro mean over declared grouping unit,10,formal_closed_loop,closed_loop/closed_loop_rows.json,predictor=P_star;risk_policy=fixed_medium.solver_failure_fraction
