category,contrast_id,metric,effect,ci95_low,ci95_high,raw_sign_flip_p,holm_adjusted_p,independent_groups,evidence_status,interpretation
adaptation_allocation,B1_minus_mlp_full_large,rollout_macro_nll,0.020280615488688154,0.01589811642964681,0.02489811579386393,0.09090909090909091,,5,retrospective_held_out,positive means the history encoder has lower NLL than B1; this is a complete-configuration allocation contrast
adaptation_allocation,B1_minus_transformer_full_large,rollout_macro_nll,0.02698844273885091,0.024020210901896162,0.029987780253092445,0.09090909090909091,,5,retrospective_held_out,positive means the history encoder has lower NLL than B1; this is a complete-configuration allocation contrast
