scenario,initial,policy,bucket,clearance_phase,n_steps,sim_time_start_s,sim_time_end_s,ego_dconf_min,ego_dconf_mean,ego_dconf_max,target_dconf_mean,supervisor_active_frac,hard_stop_override_frac,rolling_caution_frac,emergency_brake_frac,final_control_overridden_frac,solver_failure_frac,solver_uses_adaptive_risk_frac,solver_risk_mode,risk_tightening_mean,risk_tightening_min,risk_tightening_max,risk_target_prob_mean,diagnostic_risk_tightening_mean,raw_tightening_before_floor_mean,preclearance_floor_active_frac,preclearance_floor_applied_frac,effective_severity_mean,raw_severity_mean,nominal_accel_mean,final_accel_mean,accel_override_delta_mean,current_center_distance_min,policy_min_footprint_separation,policy_min_center_distance,policy_yield_ok
scenario_uk_give_way,46,smpc_fixed_risk,approach,pre_clearance,1,1230.0463356263936,1230.0463356263936,15.263952159587543,15.263952159587543,15.263952159587543,13.85569275364255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,2.053748910631823,2.053748910631823,2.053748910631823,0.98,2.053748910631823,,0.0,0.0,,,2.6325488661882446e-05,-0.6481704183944506,-0.6481967438831124,27.73224756843118,0.8362612801950774,4.328666300641161,True
scenario_uk_give_way,46,smpc_fixed_risk,critical,pre_clearance,31,1230.0963356271386,1231.5963356494904,5.066438142000594,9.387064752528172,14.845758111260677,7.565748419632172,0.5806451612903226,0.5806451612903226,0.0,0.0,0.5806451612903226,0.03225806451612903,0.0,fixed_static,2.0537489106318243,2.053748910631823,2.053748910631823,0.9800000000000003,2.0537489106318243,,0.0,0.0,,,1.5467416399806364,-4.954882508579408,-6.501624148560047,7.299629534752925,0.836261280195078,4.328666300641162,True
scenario_uk_give_way,46,smpc_fixed_risk,near,pre_clearance,24,1231.6463356502354,1232.7963356673717,4.3149026816041065,4.477128846298657,4.9910380370011325,-0.5995650062392418,0.875,0.875,0.0,0.4583333333333333,0.875,0.0,0.0,fixed_static,2.0537489106318243,2.053748910631823,2.053748910631823,0.9800000000000003,2.0537489106318243,,0.0,0.0,,,0.06369999914295872,-3.211496638479471,-3.27519663762243,4.328666316761183,0.8362612801950778,4.328666300641161,True
scenario_uk_give_way,46,smpc_fixed_risk,near,post_clearance,184,1232.8463356681168,1241.9963358044624,-23.24283358293267,-10.016984883371396,4.314883433229822,-47.1130718589782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,2.0537489106318243,2.053748910631823,2.053748910631823,0.979999999999998,2.0537489106318243,,0.0,0.0,,,-0.02707406895411706,-0.16566479974556222,-0.13859073079144513,5.879041493460878,0.8362612801950777,4.328666300641173,True
scenario_uk_give_way,46,smpc_fixed_risk,unknown,pre_clearance,1,1229.9963356256485,1229.9963356256485,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,2.053748910631823,2.053748910631823,2.053748910631823,0.98,2.053748910631823,,0.0,0.0,,,-0.4502542493334687,-0.34734073721657466,0.10291351211689403,28.564735615260425,0.8362612801950774,4.328666300641161,True
scenario_uk_give_way,47,smpc_fixed_risk,approach,pre_clearance,4,1256.7585968747735,1256.9085968770087,15.294406179999006,15.878087809272847,16.462195196341142,13.352529220499555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,2.053748910631823,2.053748910631823,2.053748910631823,0.98,2.053748910631823,,0.0,0.0,,,-0.00037074964675554156,-0.6949877936932818,-0.6946170440465262,26.7658015850294,1.3886143236243949,4.724220455669827,True
scenario_uk_give_way,47,smpc_fixed_risk,critical,pre_clearance,38,1256.9585968777537,1258.8085969053209,5.015501031856338,8.805393707438949,14.904594292391428,4.503130123018426,0.6052631578947368,0.6052631578947368,0.0,0.0,0.6052631578947368,0.0,0.0,fixed_static,2.0537489106318243,2.053748910631823,2.053748910631823,0.9799999999999999,2.0537489106318243,,0.0,0.0,,,1.3852104152215075,-3.5844151165461695,-4.9696255317676785,4.724220448444638,1.388614323624395,4.724220455669829,True
scenario_uk_give_way,47,smpc_fixed_risk,near,pre_clearance,4,1258.858596906066,1259.0085969083011,4.866672812613741,4.922276750174907,4.97794046859204,-4.731697076987501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,2.053748910631823,2.053748910631823,2.053748910631823,0.98,2.053748910631823,,0.0,0.0,,,-0.6000000000000001,0.8,1.4,4.891343858368187,1.3886143236243949,4.724220455669827,True
scenario_uk_give_way,47,smpc_fixed_risk,near,post_clearance,147,1259.0585969090462,1266.3585970178246,-23.45753572676165,-8.536550537742526,4.8293618565335805,-38.93464625868935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,2.0537489106318207,2.053748910631823,2.053748910631823,0.98,2.0537489106318207,,0.0,0.0,,,-0.026136028079570845,-0.02350355070103128,0.0026324773785395376,5.6947380104785195,1.38861432362439,4.724220455669832,True
scenario_uk_give_way,47,smpc_fixed_risk,unknown,pre_clearance,1,1256.7085968740284,1256.7085968740284,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,2.053748910631823,2.053748910631823,2.053748910631823,0.98,2.053748910631823,,0.0,0.0,,,-0.3128433961968824,-0.012843072677271528,0.30000032351961087,29.97532859430641,1.3886143236243949,4.724220455669827,True
