dataset,model_cell_id,seed,ego_init_id,rollout_id,rollout_macro_nll,top1_ADE,top1_FDE,full_horizon_samples,source_artifact
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,11,45,ego_init_45,-1.2618661819821142,0.1310359294661596,0.15932083154843815,62,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s11__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,23,41,ego_init_41,-1.8885577606612423,0.21450648558152935,0.4164493366222075,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s23__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,23,42,ego_init_42,-1.8522951044223248,0.22134490217360114,0.4161504576540027,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s23__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,23,43,ego_init_43,-2.107748604087724,0.14075754117713865,0.2746061616870656,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s23__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,23,44,ego_init_44,-1.7003115966625824,0.4128178212390108,0.8060361300924885,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s23__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,23,45,ego_init_45,-1.2697518323468604,0.14461695702734537,0.1683342873102844,62,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s23__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,37,41,ego_init_41,-1.9551348543043612,0.2105970904298438,0.41398497491257746,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s37__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,37,42,ego_init_42,-1.932522249561657,0.21824955407848648,0.4140124114357797,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s37__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,37,43,ego_init_43,-2.34688171821648,0.1321982043254915,0.26833159920704863,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s37__data100/full_horizon_metrics.json
retrospective_heldout_full_horizon_recalibrated,mlp-h1p0-large,37,44,ego_init_44,-1.8010725853300582,0.4214427724448114,0.8542987364957564,66,/root/autodl-tmp/results/capacity_history_future_mask_v4e_120/postprocess/full_horizon_sensitivity/v3__mlp-h1p0-large__lr1e-4__s37__data100/full_horizon_metrics.json
