category,contrast_id,metric,effect,ci95_low,ci95_high,raw_sign_flip_p,holm_adjusted_p,independent_groups,evidence_status,reason,population_id,source_locator
closed_loop,completion_time_s__P_star_minus_B1__fixed_medium,completion_time_s,0.09250000137835741,-0.37000000551342965,0.5750000085681677,0.6721951219512196,,10,formal_closed_loop,,F5_v3_selected_model_closed_loop,docs/paper/generated/capacity_history_v3/final/table_model_by_risk_contrasts.csv::contrast_id=completion_time_s__P_star_minus_B1__fixed_medium
closed_loop,completion_time_s__P_star_minus_B1__adaptive,completion_time_s,-0.22000000327825547,-0.7350000109523535,0.3500000052154064,0.4770731707317073,,10,formal_closed_loop,,F5_v3_selected_model_closed_loop,docs/paper/generated/capacity_history_v3/final/table_model_by_risk_contrasts.csv::contrast_id=completion_time_s__P_star_minus_B1__adaptive
closed_loop,min_footprint_separation_m__P_star_minus_B1__fixed_medium,min_footprint_separation_m,-0.01073733173065502,-0.031248009607643894,0.006186924653078339,0.35024390243902437,,10,formal_closed_loop,,F5_v3_selected_model_closed_loop,docs/paper/generated/capacity_history_v3/final/table_model_by_risk_contrasts.csv::contrast_id=min_footprint_separation_m__P_star_minus_B1__fixed_medium
closed_loop,min_footprint_separation_m__P_star_minus_B1__adaptive,min_footprint_separation_m,0.016072298826119623,-0.014314048923446555,0.061744545400052774,0.6936585365853658,,10,formal_closed_loop,,F5_v3_selected_model_closed_loop,docs/paper/generated/capacity_history_v3/final/table_model_by_risk_contrasts.csv::contrast_id=min_footprint_separation_m__P_star_minus_B1__adaptive
closed_loop,inloop_top1_ADE_m__P_star_minus_B1__fixed_medium,inloop_top1_ADE_m,-0.036866393060337774,-0.05397095051440976,-0.02329679881387659,0.002926829268292683,,10,formal_closed_loop,,F5_v3_selected_model_closed_loop,docs/paper/generated/capacity_history_v3/final/table_model_by_risk_contrasts.csv::contrast_id=inloop_top1_ADE_m__P_star_minus_B1__fixed_medium
closed_loop,inloop_top1_ADE_m__P_star_minus_B1__adaptive,inloop_top1_ADE_m,-0.02213973064398499,-0.05465147455889634,0.019655553378209165,0.33463414634146343,,10,formal_closed_loop,,F5_v3_selected_model_closed_loop,docs/paper/generated/capacity_history_v3/final/table_model_by_risk_contrasts.csv::contrast_id=inloop_top1_ADE_m__P_star_minus_B1__adaptive
closed_loop,completion_time_s__model_by_risk__adaptive_minus_fixed_medium,completion_time_s,-0.3125000046566129,-0.9925000147894025,0.412500006146729,0.4224390243902439,,10,formal_closed_loop,,F5_v3_selected_model_closed_loop,docs/paper/generated/capacity_history_v3/final/table_model_by_risk_contrasts.csv::contrast_id=completion_time_s__model_by_risk__adaptive_minus_fixed_medium
closed_loop,min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium,min_footprint_separation_m,0.026809630556774645,-0.006890372928839753,0.0669912716048526,0.24097560975609755,,10,formal_closed_loop,,F5_v3_selected_model_closed_loop,docs/paper/generated/capacity_history_v3/final/table_model_by_risk_contrasts.csv::contrast_id=min_footprint_separation_m__model_by_risk__adaptive_minus_fixed_medium
