scenario,initial,policy,bucket,clearance_phase,n_steps,sim_time_start_s,sim_time_end_s,ego_dconf_min,ego_dconf_mean,ego_dconf_max,target_dconf_mean,supervisor_active_frac,hard_stop_override_frac,rolling_caution_frac,emergency_brake_frac,final_control_overridden_frac,solver_failure_frac,solver_uses_adaptive_risk_frac,solver_risk_mode,risk_tightening_mean,risk_tightening_min,risk_tightening_max,risk_target_prob_mean,diagnostic_risk_tightening_mean,raw_tightening_before_floor_mean,preclearance_floor_active_frac,preclearance_floor_applied_frac,effective_severity_mean,raw_severity_mean,nominal_accel_mean,final_accel_mean,accel_override_delta_mean,current_center_distance_min,policy_min_footprint_separation,policy_min_center_distance,policy_yield_ok
scenario_uk_give_way,46,smpc_fixed_risk,approach,pre_clearance,1,570.468831282109,570.468831282109,15.263960529900652,15.263960529900652,15.263960529900652,10.855704311765086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.64,1.64,1.64,0.9494974165258963,1.64,,0.0,0.0,,,2.105124460172192e-05,-0.6536088155772044,-0.6536298668218061,24.839397729800105,1.398731668052346,4.799277732105357,True
scenario_uk_give_way,46,smpc_fixed_risk,critical,pre_clearance,37,570.5188312828541,572.3188313096762,5.004145551540178,8.698788006650343,14.845765271423918,2.8606177123485885,0.5675675675675675,0.5675675675675675,0.0,0.0,0.5675675675675675,0.10810810810810811,0.0,fixed_static,1.6400000000000003,1.64,1.64,0.9494974165258965,1.6400000000000003,,0.0,0.0,,,1.2536381284099516,-3.9935659890798156,-5.24720411748977,4.799277739322762,1.398731668052347,4.799277732105358,True
scenario_uk_give_way,46,smpc_fixed_risk,near,pre_clearance,1,572.3688313104212,572.3688313104212,4.979084480004001,4.979084480004001,4.979084480004001,-5.4915916191995535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.64,1.64,1.64,0.9494974165258963,1.64,,0.0,0.0,,,-0.8,0.8,1.6,5.682201245027421,1.398731668052346,4.799277732105357,True
scenario_uk_give_way,46,smpc_fixed_risk,near,post_clearance,142,572.4188313111663,579.4688314162195,-23.061546168269643,-7.063429194979794,4.9546144808932695,-37.78771493818034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.6399999999999941,1.64,1.64,0.9494974165258981,1.6399999999999941,,0.0,0.0,,,-0.02356851099210133,-0.0015639765840587177,0.022004534408042637,5.939930671363956,1.3987316680523436,4.799277732105347,True
scenario_uk_give_way,46,smpc_fixed_risk,unknown,pre_clearance,1,570.418831281364,570.418831281364,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.64,1.64,1.64,0.9494974165258963,1.64,,0.0,0.0,,,-0.45726187048246913,-0.3543483583655751,0.10291351211689403,25.665300759856922,1.398731668052346,4.799277732105357,True
scenario_uk_give_way,47,smpc_fixed_risk,approach,pre_clearance,4,591.1360007040203,591.2860007062554,15.29441857347013,15.878091090421494,16.462193652092783,10.352601731928651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.64,1.64,1.64,0.9494974165258963,1.64,,0.0,0.0,,,-2.2474261355043268e-05,-0.7131212073140853,-0.7130987330527303,23.881134561406675,1.9794918919070927,5.163526531098721,True
scenario_uk_give_way,47,smpc_fixed_risk,critical,pre_clearance,35,591.3360007070005,593.0360007323325,5.216280766307438,9.158675867738518,14.90463218050283,2.1642300711364886,0.45714285714285713,0.45714285714285713,0.0,0.0,0.45714285714285713,0.08571428571428572,0.0,fixed_static,1.6400000000000003,1.64,1.64,0.9494974165258967,1.6400000000000003,,0.0,0.0,,,1.2950797206682558,-3.7993121966218766,-5.0943919172901335,5.163526544683761,1.9794918919070934,5.163526531098719,True
scenario_uk_give_way,47,smpc_fixed_risk,critical,post_clearance,4,593.0860007330775,593.2360007353127,5.01487316253367,5.090197010968516,5.165558737295203,-6.42469973354756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.64,1.64,1.64,0.9494974165258963,1.64,,0.0,0.0,,,-0.39780178764082097,0.8,1.197801787640821,5.928728011491486,1.9794918919070927,5.163526531098721,True
scenario_uk_give_way,47,smpc_fixed_risk,near,post_clearance,161,593.2860007360578,601.286000855267,-23.464365304191052,-8.861780131007581,4.9643296192024735,-43.74354580785648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.6399999999999935,1.64,1.64,0.9494974165258985,1.6399999999999935,,0.0,0.0,,,-0.01671989224687381,-0.11194397877156041,-0.09522408652468663,7.07811234208277,1.979491891907095,5.163526531098711,True
scenario_uk_give_way,47,smpc_fixed_risk,unknown,pre_clearance,1,591.0860007032752,591.0860007032752,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.64,1.64,1.64,0.9494974165258963,1.64,,0.0,0.0,,,-0.332805834118858,-0.032805510599247134,0.30000032351961087,27.066087711365775,1.9794918919070927,5.163526531098721,True
