cell_id,predictor,risk_policy,target_style,ego_init_id,footprint_margin_m_per_actor,primary_margin,ego_route_completion_duration_s,post_clearance_completion_lag_s,minimum_footprint_separation_m,footprint_collision,native_collision_any,fixed_geometry_yield_failure,completion_failure,continuous_outcome_missing_reasons,rollout_receipt_sha256,geometry_sources_json,dimensions_m_json,bbox_pose_offsets_rhs_json
B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,104,0.0,0,10.1,7.49999996125689,1.584338346504891,0,0,0,0,,ac168ef900641a336c2776a083e2af33052f8f2cc0d41b4ad79fb24b8d8f543b,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,104,0.25,1,10.1,7.49999996125689,0.9937182135446642,0,0,0,0,,ac168ef900641a336c2776a083e2af33052f8f2cc0d41b4ad79fb24b8d8f543b,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,104,0.35,0,10.1,7.49999996125689,0.7574391212345142,0,0,0,0,,ac168ef900641a336c2776a083e2af33052f8f2cc0d41b4ad79fb24b8d8f543b,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,104,0.5,0,10.1,7.49999996125689,0.4030699676040967,0,0,0,0,,ac168ef900641a336c2776a083e2af33052f8f2cc0d41b4ad79fb24b8d8f543b,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,105,0.0,0,10.95,8.34999996125697,1.8698031159993098,0,0,0,0,,831cfccff41e5dd7fc668c69e55692489c7b6bd90276a935e9fa9526e63766af,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,105,0.25,1,10.95,8.34999996125697,1.2832253252090595,0,0,0,0,,831cfccff41e5dd7fc668c69e55692489c7b6bd90276a935e9fa9526e63766af,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,105,0.35,0,10.95,8.34999996125697,1.0485942088929594,0,0,0,0,,831cfccff41e5dd7fc668c69e55692489c7b6bd90276a935e9fa9526e63766af,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_aggressive_reactive,B1,fixed_aggressive,reactive,105,0.5,0,10.95,8.34999996125697,0.6964430157405505,0,0,0,0,,831cfccff41e5dd7fc668c69e55692489c7b6bd90276a935e9fa9526e63766af,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,101,0.0,0,12.05,9.949999968707516,1.6674086650207998,0,0,0,0,,e123660d9e65af9e396a56d453b9a6394435442ec74fd1212a648202ddb1fc75,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,101,0.25,1,12.05,9.949999968707516,1.0771747083579302,0,0,0,0,,e123660d9e65af9e396a56d453b9a6394435442ec74fd1212a648202ddb1fc75,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,101,0.35,0,12.05,9.949999968707516,0.841081125692782,0,0,0,0,,e123660d9e65af9e396a56d453b9a6394435442ec74fd1212a648202ddb1fc75,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,101,0.5,0,12.05,9.949999968707516,0.48694075169506,0,0,0,0,,e123660d9e65af9e396a56d453b9a6394435442ec74fd1212a648202ddb1fc75,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,102,0.0,0,11.1,8.99999996870747,2.0517369509408874,0,0,0,0,,bf4d7f97f50230fc0156b8f8c87e2356f959c8e6d463330959e36fe5054ce724,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,102,0.25,1,11.1,8.99999996870747,1.465618346859131,0,0,0,0,,bf4d7f97f50230fc0156b8f8c87e2356f959c8e6d463330959e36fe5054ce724,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,102,0.35,0,11.1,8.99999996870747,1.2268210239668396,0,0,0,0,,bf4d7f97f50230fc0156b8f8c87e2356f959c8e6d463330959e36fe5054ce724,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,102,0.5,0,11.1,8.99999996870747,0.8658509599026916,0,0,0,0,,bf4d7f97f50230fc0156b8f8c87e2356f959c8e6d463330959e36fe5054ce724,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,103,0.0,0,11.8,9.699999968707516,1.5302166903654013,0,0,0,0,,87f444cb9a02d456b938182962e7818be899d7516cacce8f9413f11e22122289,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,103,0.25,1,11.8,9.699999968707516,0.9392529083570217,0,0,0,0,,87f444cb9a02d456b938182962e7818be899d7516cacce8f9413f11e22122289,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,103,0.35,0,11.8,9.699999968707516,0.70286739555367,0,0,0,0,,87f444cb9a02d456b938182962e7818be899d7516cacce8f9413f11e22122289,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,103,0.5,0,11.8,9.699999968707516,0.3482187627393987,0,0,0,0,,87f444cb9a02d456b938182962e7818be899d7516cacce8f9413f11e22122289,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,104,0.0,0,9.5,7.3999999687075615,1.6726085384386329,0,0,0,0,,e5d6c09518d6edc1c28b5fafd5cfd9019122f075a59a4db07d7f2cf2adb6bebe,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,104,0.25,1,9.5,7.3999999687075615,1.0763115691365257,0,0,0,0,,e5d6c09518d6edc1c28b5fafd5cfd9019122f075a59a4db07d7f2cf2adb6bebe,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
B1_fixed_medium_assertive,B1,fixed_medium,assertive,104,0.35,0,9.5,7.3999999687075615,0.8403529639670165,0,0,0,0,,e5d6c09518d6edc1c28b5fafd5cfd9019122f075a59a4db07d7f2cf2adb6bebe,"[""scenario_result_carla_bounding_box"", ""scenario_result_carla_bounding_box""]","[4.673638820648193, 1.8118125200271606, 4.673638820648193, 1.8118125200271606]","[-0.002593994140625, -0.0, -0.0, -0.0025927722454071045, -9.272478895816505e-10, -0.0]"
