hypothesis,contrast_id,metric,target_style,treatment_predictor,control_predictor,treatment_policy,control_policy,ego_init_id,treatment_value,control_value,treatment_minus_control,pair_complete,missing_reason
H3,H3_B1_minus_B0_fixed_medium_assertive,minimum_footprint_separation_m,assertive,B1,B0,fixed_medium,fixed_medium,105,1.4411214627375482,1.422805175037891,0.018316287699657208,1,
H3,H3_B1_minus_B0_fixed_medium_reactive,ego_route_completion_duration_s,reactive,B1,B0,fixed_medium,fixed_medium,101,11.4,11.95,-0.5499999999999989,1,
H3,H3_B1_minus_B0_fixed_medium_reactive,ego_route_completion_duration_s,reactive,B1,B0,fixed_medium,fixed_medium,102,11.4,11.5,-0.09999999999999964,1,
H3,H3_B1_minus_B0_fixed_medium_reactive,ego_route_completion_duration_s,reactive,B1,B0,fixed_medium,fixed_medium,103,11.15,11.1,0.05000000000000071,1,
H3,H3_B1_minus_B0_fixed_medium_reactive,ego_route_completion_duration_s,reactive,B1,B0,fixed_medium,fixed_medium,104,10.05,10.1,-0.049999999999998934,1,
H3,H3_B1_minus_B0_fixed_medium_reactive,ego_route_completion_duration_s,reactive,B1,B0,fixed_medium,fixed_medium,105,11.0,11.45,-0.4499999999999993,1,
H3,H3_B1_minus_B0_fixed_medium_reactive,minimum_footprint_separation_m,reactive,B1,B0,fixed_medium,fixed_medium,101,1.0591749273676274,1.0956823307787336,-0.03650740341110614,1,
H3,H3_B1_minus_B0_fixed_medium_reactive,minimum_footprint_separation_m,reactive,B1,B0,fixed_medium,fixed_medium,102,1.387876490752546,1.384392415843489,0.003484074909057,1,
H3,H3_B1_minus_B0_fixed_medium_reactive,minimum_footprint_separation_m,reactive,B1,B0,fixed_medium,fixed_medium,103,0.9357392046620323,0.9356233248510477,0.00011587981098459821,1,
H3,H3_B1_minus_B0_fixed_medium_reactive,minimum_footprint_separation_m,reactive,B1,B0,fixed_medium,fixed_medium,104,0.9938269991418124,1.0027805336334612,-0.008953534491648818,1,
H3,H3_B1_minus_B0_fixed_medium_reactive,minimum_footprint_separation_m,reactive,B1,B0,fixed_medium,fixed_medium,105,1.283027606715174,1.2831767507939384,-0.00014914407876442937,1,
H3,H3_B1_minus_B0_fixed_conservative_assertive,ego_route_completion_duration_s,assertive,B1,B0,fixed_conservative,fixed_conservative,101,10.35,11.15,-0.8000000000000007,1,
H3,H3_B1_minus_B0_fixed_conservative_assertive,ego_route_completion_duration_s,assertive,B1,B0,fixed_conservative,fixed_conservative,102,10.2,12.2,-2.0,1,
H3,H3_B1_minus_B0_fixed_conservative_assertive,ego_route_completion_duration_s,assertive,B1,B0,fixed_conservative,fixed_conservative,103,10.05,10.0,0.05000000000000071,1,
H3,H3_B1_minus_B0_fixed_conservative_assertive,ego_route_completion_duration_s,assertive,B1,B0,fixed_conservative,fixed_conservative,104,9.5,9.55,-0.05000000000000071,1,
H3,H3_B1_minus_B0_fixed_conservative_assertive,ego_route_completion_duration_s,assertive,B1,B0,fixed_conservative,fixed_conservative,105,10.4,10.2,0.20000000000000107,1,
H3,H3_B1_minus_B0_fixed_conservative_assertive,minimum_footprint_separation_m,assertive,B1,B0,fixed_conservative,fixed_conservative,101,1.0954970766015988,1.218095255715237,-0.12259817911363813,1,
H3,H3_B1_minus_B0_fixed_conservative_assertive,minimum_footprint_separation_m,assertive,B1,B0,fixed_conservative,fixed_conservative,102,1.4658180740418263,1.465777247092736,4.082694909035567e-05,1,
H3,H3_B1_minus_B0_fixed_conservative_assertive,minimum_footprint_separation_m,assertive,B1,B0,fixed_conservative,fixed_conservative,103,0.923569289487086,0.9323814201089295,-0.008812130621843495,1,
H3,H3_B1_minus_B0_fixed_conservative_assertive,minimum_footprint_separation_m,assertive,B1,B0,fixed_conservative,fixed_conservative,104,1.0765946062269929,1.0762462393557746,0.00034836687121830856,1,
H3,H3_B1_minus_B0_fixed_conservative_assertive,minimum_footprint_separation_m,assertive,B1,B0,fixed_conservative,fixed_conservative,105,1.4528595318400852,1.45283701452237,2.251731771529819e-05,1,
H3,H3_B1_minus_B0_fixed_conservative_reactive,ego_route_completion_duration_s,reactive,B1,B0,fixed_conservative,fixed_conservative,101,12.5,11.2,1.3000000000000007,1,
H3,H3_B1_minus_B0_fixed_conservative_reactive,ego_route_completion_duration_s,reactive,B1,B0,fixed_conservative,fixed_conservative,102,11.25,11.4,-0.15000000000000036,1,
H3,H3_B1_minus_B0_fixed_conservative_reactive,ego_route_completion_duration_s,reactive,B1,B0,fixed_conservative,fixed_conservative,103,11.05,10.25,0.8000000000000007,1,
H3,H3_B1_minus_B0_fixed_conservative_reactive,ego_route_completion_duration_s,reactive,B1,B0,fixed_conservative,fixed_conservative,104,10.1,10.2,-0.09999999999999964,1,
H3,H3_B1_minus_B0_fixed_conservative_reactive,ego_route_completion_duration_s,reactive,B1,B0,fixed_conservative,fixed_conservative,105,11.5,10.9,0.5999999999999996,1,
H3,H3_B1_minus_B0_fixed_conservative_reactive,minimum_footprint_separation_m,reactive,B1,B0,fixed_conservative,fixed_conservative,101,1.0591596726315995,1.0589516080341448,0.00020806459745470463,1,
H3,H3_B1_minus_B0_fixed_conservative_reactive,minimum_footprint_separation_m,reactive,B1,B0,fixed_conservative,fixed_conservative,102,1.3703676280711703,1.3898464054492718,-0.019478777378101553,1,
H3,H3_B1_minus_B0_fixed_conservative_reactive,minimum_footprint_separation_m,reactive,B1,B0,fixed_conservative,fixed_conservative,103,0.9493650294162448,0.9356249667055797,0.01374006271066508,1,
H3,H3_B1_minus_B0_fixed_conservative_reactive,minimum_footprint_separation_m,reactive,B1,B0,fixed_conservative,fixed_conservative,104,1.012346382513035,1.0325218367544158,-0.020175454241380786,1,
H3,H3_B1_minus_B0_fixed_conservative_reactive,minimum_footprint_separation_m,reactive,B1,B0,fixed_conservative,fixed_conservative,105,1.2806742692279822,1.2829505809286343,-0.0022763117006521227,1,
H3,H3_B1_minus_B0_adaptive_assertive,ego_route_completion_duration_s,assertive,B1,B0,adaptive,adaptive,101,11.65,10.85,0.8000000000000007,1,
H3,H3_B1_minus_B0_adaptive_assertive,ego_route_completion_duration_s,assertive,B1,B0,adaptive,adaptive,102,11.2,10.6,0.5999999999999996,1,
H3,H3_B1_minus_B0_adaptive_assertive,ego_route_completion_duration_s,assertive,B1,B0,adaptive,adaptive,103,9.95,9.95,0.0,1,
H3,H3_B1_minus_B0_adaptive_assertive,ego_route_completion_duration_s,assertive,B1,B0,adaptive,adaptive,104,9.55,9.5,0.05000000000000071,1,
H3,H3_B1_minus_B0_adaptive_assertive,ego_route_completion_duration_s,assertive,B1,B0,adaptive,adaptive,105,10.35,10.6,-0.25,1,
H3,H3_B1_minus_B0_adaptive_assertive,minimum_footprint_separation_m,assertive,B1,B0,adaptive,adaptive,101,1.0895559372353625,1.0895944700371958,-3.853280183330199e-05,1,
H3,H3_B1_minus_B0_adaptive_assertive,minimum_footprint_separation_m,assertive,B1,B0,adaptive,adaptive,102,1.438140410591842,1.465869709627892,-0.027729299036050037,1,
H3,H3_B1_minus_B0_adaptive_assertive,minimum_footprint_separation_m,assertive,B1,B0,adaptive,adaptive,103,0.9392305343567177,0.9456017515624402,-0.006371217205722535,1,
H3,H3_B1_minus_B0_adaptive_assertive,minimum_footprint_separation_m,assertive,B1,B0,adaptive,adaptive,104,1.076234765836552,1.0762366966380816,-1.930801529548276e-06,1,
H3,H3_B1_minus_B0_adaptive_assertive,minimum_footprint_separation_m,assertive,B1,B0,adaptive,adaptive,105,1.4548344351792313,1.4539892061837127,0.0008452289955185321,1,
H3,H3_B1_minus_B0_adaptive_reactive,ego_route_completion_duration_s,reactive,B1,B0,adaptive,adaptive,101,11.35,11.35,0.0,1,
H3,H3_B1_minus_B0_adaptive_reactive,ego_route_completion_duration_s,reactive,B1,B0,adaptive,adaptive,102,11.65,10.8,0.8499999999999996,1,
H3,H3_B1_minus_B0_adaptive_reactive,ego_route_completion_duration_s,reactive,B1,B0,adaptive,adaptive,103,10.3,11.1,-0.7999999999999989,1,
H3,H3_B1_minus_B0_adaptive_reactive,ego_route_completion_duration_s,reactive,B1,B0,adaptive,adaptive,104,10.0,10.2,-0.1999999999999993,1,
H3,H3_B1_minus_B0_adaptive_reactive,ego_route_completion_duration_s,reactive,B1,B0,adaptive,adaptive,105,11.0,11.75,-0.75,1,
H3,H3_B1_minus_B0_adaptive_reactive,minimum_footprint_separation_m,reactive,B1,B0,adaptive,adaptive,101,1.0583218569746329,1.0582930901555025,2.876681913033252e-05,1,
H3,H3_B1_minus_B0_adaptive_reactive,minimum_footprint_separation_m,reactive,B1,B0,adaptive,adaptive,102,1.390668590201789,1.3506695880419928,0.03999900215979624,1,
H3,H3_B1_minus_B0_adaptive_reactive,minimum_footprint_separation_m,reactive,B1,B0,adaptive,adaptive,103,0.9353615953693959,0.9577103988245683,-0.022348803455172428,1,
H3,H3_B1_minus_B0_adaptive_reactive,minimum_footprint_separation_m,reactive,B1,B0,adaptive,adaptive,104,0.9934583219388524,0.9934258361240389,3.2485814813520975e-05,1,
H3,H3_B1_minus_B0_adaptive_reactive,minimum_footprint_separation_m,reactive,B1,B0,adaptive,adaptive,105,1.2848230738463107,1.2993527941515992,-0.01452972030528854,1,
