t,step,ey,epsi_deg,speed,vehicle_accel,cmd_accel,cmd_yaw_or_steer,final_accel_delta,solve_time_ms,risk_tightening,target_prob,ego_distance_to_conflict,supervisor_active,target_cleared,top_mode_probability
0,0,-0.7426539225,-0.1382920403,7.816052914,-4.047422394,-0.6766928642,0.06547455264,0.29232544,97.103199,1.64,0.9494974165,,0,0,0.3333333333
0.05,1,-0.7436136696,-0.1382598876,8.012088777,3.920717252,-4,0.1749388442,2.751920551,68.722634,1.64,0.9494974165,13.12843955,1,0,0.3333333333
0.1,2,-0.7405838645,-0.4053770983,7.782476579,-4.59808792,-6,0.1749388442,4.655348465,44.595189,1.64,0.9494974165,11.92843955,1,0,0.3333333333
0.15,3,-0.7344483449,0.0656006402,7.918251747,2.689524765,-7,0.1749388442,5.158407126,102.907189,1.64,0.9494974165,11.92843955,1,0,0.3333333333
0.2,4,-0.7320476595,-3.751311406,7.603103654,-6.335281784,-7,0.1749388442,4.938442793,49.972631,1.64,0.9494974165,11.92843955,1,0,0.3333333333
0.25,5,-0.7436795963,-2.940276011,7.693294518,1.763538401,-7,0.1749388442,6.999999333,47.472425,1.64,0.9494974165,10.74013257,1,0,0.3333333333
0.3,6,-0.7487565963,-2.052519664,7.326436933,-7.37702309,-7,0.1749388442,6.999648794,68.457954,1.64,0.9494974165,10.74013257,1,0,0.3333333333
0.35,7,-0.7602935218,-5.639856073,7.367766331,0.774037448,-7,0.1749388442,6.999389418,47.243556,1.64,0.9494974165,10.74013257,1,0,0.3333333333
0.4,8,-0.7805725055,-4.663169595,6.963481444,-8.127545414,-7,0.1749388442,7.007844042,47.738837,1.64,0.9494974165,10.74013257,1,0,0.3333333333
0.45,9,-0.7939592751,-3.668599816,7.000373728,0.6823614578,-7,0.1749388442,7.000002204,45.021602,1.64,0.9494974165,9.575518584,1,0,0.3333333333
0.5,10,-0.8107050328,-7.242014597,6.585525146,-8.339426134,-7,0.1749388442,6.992768858,43.445547,1.64,0.9494974165,9.575518584,1,0,0.3333333333
0.55,11,-0.8377222097,-6.269386957,6.624292886,0.7178492768,-7,0.1749388442,7.000284194,43.863929,1.64,0.9494974165,9.575518584,1,0,0.3333333333
0.6,12,-0.8583848229,-5.329166124,6.204238654,-8.443356718,-7,0.1749388442,7.000057536,26.611473,1.64,0.9494974165,8.446597573,1,0,0.3333333333
0.65,13,-0.8755558769,-8.947771499,6.247360629,0.803642451,-7,0.1749388442,7.00000005,110.774858,1.64,0.9494974165,8.446597573,1,0,0.3333333333
0.7,14,-0.9084609339,-8.053604552,5.823341616,-8.521927775,-7,0.1749388442,6.999981886,27.061748,1.64,0.9494974165,8.446597573,1,0,0.3333333333
0.75,15,-0.9348826745,-7.00138993,5.508310875,-6.342403957,-7,0.1749388442,6.999451653,28.879828,1.64,0.9494974165,8.446597573,1,0,0.3333333333
0.8,16,-0.9542727307,-5.63483853,4.547886068,-19.22216289,-7,0.1749388442,7.000000068,35.115214,1.64,0.9494974165,7.360836731,1,0,0.3333333333
0.85,17,-0.9662449068,-4.565350959,3.483527869,-21.30149459,-7,0.1749388442,7.00000004,,1.64,0.9494974165,7.360836731,1,0,0.3333333333
0.9,18,-0.9837378044,-8.366647037,2.420052524,-21.28403344,-7,0.1749388442,10.70000004,0,1.64,0.9494974165,7.360836731,1,0,0.4427680969
0.95,19,-0.9936896415,-7.881481441,1.256100887,-23.27536292,-7,0.1749388442,10.70000004,0,1.64,0.9494974165,7.360836731,1,0,0.4752618372
1,20,-0.9969664477,-7.784953388,0.0100760796,-24.93422405,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.5258072615
1.05,21,-0.9970452941,-7.785167011,0.004263319078,-0.2626242108,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.4777104855
1.1,22,-0.9971745183,-7.785317692,0.005351018113,-0.02602496697,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.4581725299
1.15,23,-0.9972882596,-7.785348209,0.004886324994,0.008907460099,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.5221158862
1.2,24,-0.9973733339,-7.785317692,0.004017441683,0.01740234928,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.6298850179
1.25,25,-0.9974320659,-7.785285267,0.003156037402,0.01716895946,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.8628344536
1.3,26,-0.9974732751,-7.785229,0.002422071718,0.01446356571,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.8061596155
1.35,27,-0.9975031521,-7.785197529,0.001835134163,0.01142829909,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.8490561247
1.4,28,-0.9975228074,-7.785165104,0.001379869981,0.008761259023,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.8840272427
1.45,29,-0.997538624,-7.785104068,0.001032586042,0.006614882924,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.8212019801
1.5,30,-0.9975493566,-7.785104068,0.0007703197512,0.004949782386,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.723331511
1.55,31,-0.9975568959,-7.785073551,0.0005735017797,0.003686582668,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.8301513195
1.6,32,-0.9975622833,-7.785073551,0.0004264373812,0.002739645831,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.8580650091
1.65,33,-0.9975664641,-7.78504208,0.0003167309652,0.002028448826,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.9286206365
1.7,34,-0.9975686583,-7.78504208,0.0002351333602,0.001502387378,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.9597756863
1.75,35,-0.9975731505,-7.78504208,0.0001115334305,0.002059801006,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.9695911407
1.8,36,-0.9975793412,-7.78504208,0.0001198498426,-0.0001808689618,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.967703402
1.85,37,-0.9975854359,-7.785071644,0.0001027527215,0.0003401458802,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.96323663
1.9,38,-0.9975898051,-7.785071644,8.142042549e-05,0.0004257394168,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.9736107588
1.95,39,-0.9975942973,-7.785071644,6.191807001e-05,0.000389042061,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.9780561328
2,40,-0.9975969681,-7.785071644,4.658599316e-05,0.0003063467005,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.9216054082
2.05,41,-0.9975993237,-7.785071644,3.458321686e-05,0.0002401558117,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.8895114064
2.1,42,-0.9975999539,-7.785071644,2.571243877e-05,0.0001771691377,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.7961440682
2.15,43,-0.9976010222,-7.785071644,9.634152615e-06,0.0003222001756,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.5772975087
2.2,44,-0.9976015564,-7.785071644,1.332009152e-05,-7.430228384e-05,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.7878389955
2.25,45,-0.9976018715,-7.785071644,1.221058962e-05,2.224890543e-05,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.7784317732
2.3,46,-0.9976021866,-7.785071644,9.870692278e-06,4.628643113e-05,-7,0.1749388442,7,0,1.64,0.9494974165,7.360836731,1,0,0.7928580046
