t,step,ey,epsi_deg,speed,vehicle_accel,cmd_accel,cmd_yaw_or_steer,final_accel_delta,solve_time_ms,risk_tightening,target_prob,ego_distance_to_conflict,supervisor_active,target_cleared,top_mode_probability
0,0,-0.7433790795,-0.138322558,7.738849164,-4.077301011,-0.6096986961,0.1468099237,0.2999998898,146.130473,1.64,0.9494974165,,0,0,0.3333333333
0.05,1,-0.7416945142,-0.009079009295,7.933335062,3.885917016,-4,0.1742658376,2.849254533,88.38793,1.8,0.9640696809,13.08505482,1,0,0.3333333333
0.1,2,-0.7325076804,-2.288206427,7.700753524,-4.667882225,-4,0.1742658376,2.30982635,111.614209,1.8,0.9640696809,13.08505482,1,0,0.3333333333
0.15,3,-0.7369672756,-1.670042365,7.8493171,2.937025933,-6,0.1742658376,4.584950717,152.502093,1.8,0.9640696809,11.89754905,1,0,0.3333333333
0.2,4,-0.7349540205,-0.8911425757,7.56351662,-5.753088138,-7,0.1742658376,5.186088174,100.825073,1.8,0.9640696809,11.89754905,1,0,0.3333333333
0.25,5,-0.7463246175,-4.560476461,7.689309113,2.470926543,-7,0.1742658376,6.083852894,104.470888,1.8,0.9640696809,11.89754905,1,0,0.3333333333
0.3,6,-0.7615875366,-3.635426441,7.364028381,-6.545945392,-7,0.1742658376,6.001310661,88.330316,1.8,0.9640696809,10.72204328,1,0,0.3333333333
0.35,7,-0.7698131432,-2.654346624,7.426694683,1.199718123,-7,0.1742658376,6.000043953,114.007135,1.8,0.9640696809,10.72204328,1,0,0.3333333333
0.4,8,-0.7927302841,-6.214788244,7.036420724,-7.847252838,-7,0.1742658376,6.001799698,140.288324,1.8,0.9640696809,10.72204328,1,0,0.3333333333
0.45,9,-0.8159330887,-5.214083479,7.082587983,0.8685901142,-7,0.1742658376,6.000004846,120.579261,1.8,0.9640696809,9.570537491,1,0,0.3333333333
0.5,10,-0.8324169854,-4.232086943,6.671942123,-8.255515055,-7,0.1742658376,6.006520947,135.378296,1.8,0.9640696809,9.570537491,1,0,0.3333333333
0.55,11,-0.8585229803,-7.800282055,6.710749549,0.7190821625,-7,0.1742658376,6.000035754,125.212071,1.8,0.9640696809,9.570537491,1,0,0.3333333333
0.6,12,-0.8881883876,-6.850876385,6.291562348,-8.426143384,-7,0.1742658376,6.000003162,142.659856,1.8,0.9640696809,9.570537491,1,0,0.3333333333
0.65,13,-0.911527512,-5.91142326,6.334040023,0.7912088921,-7,0.1742658376,5.999978102,146.593708,1.8,0.9640696809,8.455031673,1,0,0.3333333333
0.7,14,-0.9399590587,-9.556798849,5.910888426,-8.504659145,-7,0.1742658376,6.000352949,120.06678,1.8,0.9640696809,8.455031673,1,0,0.3333333333
0.75,15,-0.9751495439,-8.623934659,5.825071365,-1.773511845,-7,0.1742658376,6.000162137,93.500782,1.8,0.9640696809,8.455031673,1,0,0.3333333333
0.8,16,-1.002636598,-7.31662074,4.941491992,-17.68733187,-7,0.1742658376,6.000920367,134.50674,1.8,0.9640696809,8.455031673,1,0,0.3333333333
0.85,17,-1.021991091,-6.097290906,3.921725433,-20.40926925,-7,0.1742658376,6.00000003,,1.8,0.9640696809,7.379374635,1,0,0.3333333333
0.9,18,-1.033479508,-5.229680929,2.853025817,-21.38938362,-7,0.1742658376,10.00000003,0,1.8,0.9640696809,7.379374635,1,0,0.4445112646
0.95,19,-1.045846575,-9.18078448,1.770573834,-21.6538471,-7,0.1742658376,10.00000003,0,1.8,0.9640696809,7.379374635,1,0,0.4785148203
1,20,-1.052927403,-8.931486385,0.4492415795,-26.42025014,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.5336562395
1.05,21,-1.053472846,-8.927517192,0.003056810409,-9.027456395,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.475148052
1.1,22,-1.053606926,-8.92773463,0.005212694038,-0.05751690955,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.4586918652
1.15,23,-1.053745296,-8.927793758,0.005176320818,-0.0003958887536,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.5117192864
1.2,24,-1.053854199,-8.927793758,0.004392594123,0.01561612852,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.616130054
1.25,25,-1.053934441,-8.92776324,0.003501763573,0.0177942953,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.8702482581
1.3,26,-1.053990426,-8.92773463,0.002708968815,0.01568742666,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.8083618879
1.35,27,-1.054030905,-8.927671688,0.002061965122,0.01264955529,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.8604913354
1.4,28,-1.054058936,-8.927643077,0.001554637478,0.009797212589,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.8915002346
1.45,29,-1.054078262,-8.927608745,0.001165437632,0.007432954056,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.8277130723
1.5,30,-1.054093015,-8.927578227,0.0008703800015,0.005581087367,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.7337707877
1.55,31,-1.054103473,-8.927551525,0.0006484800311,0.004162277364,-7,0.1742658376,7,0,1.8,0.9640696809,7.379374635,1,0,0.8346943855
