t,step,ey,epsi_deg,speed,vehicle_accel,cmd_accel,cmd_yaw_or_steer,final_accel_delta,solve_time_ms,risk_tightening,target_prob,ego_distance_to_conflict,supervisor_active,target_cleared,top_mode_probability
0,0,-0.7426519966,-0.1383225581,7.816053868,-4.047346101,-0.6672714725,0.06520658322,0.2923254346,125.700589,1.64,0.9494974165,,0,0,0.3333333333
0.05,1,-0.7422119274,-0.06968688965,8.011363191,3.905351173,-4,0.174938841,2.754096529,96.187737,1.8,0.9640696809,13.12843954,1,0,0.3333333333
0.1,2,-0.7370701795,-0.2429625028,7.781754002,-4.60133383,-6,0.174938841,4.657258912,88.6137,1.8,0.9640696809,11.92843954,1,0,0.3333333333
0.15,3,-0.7292654913,0.2733643121,7.918798116,2.713813918,-7,0.174938841,5.156644424,72.820796,1.8,0.9640696809,11.92843954,1,0,0.3333333333
0.2,4,-0.7253187833,-3.52255164,7.604061914,-6.32705797,-7,0.174938841,4.938831961,81.069979,1.8,0.9640696809,11.92843954,1,0,0.3333333333
0.25,5,-0.7348313516,-2.674224004,7.672672935,1.326130116,-7,0.174938841,6.000034233,107.240715,1.8,0.9640696809,10.74013256,1,0,0.3333333333
0.3,6,-0.7377787612,-1.756711825,7.291079166,-7.671564634,-7,0.174938841,5.99998921,109.836116,1.8,0.9640696809,10.74013256,1,0,0.3333333333
0.35,7,-0.7470992483,-5.331933232,7.333477688,0.7954661008,-7,0.174938841,6.000041334,59.493834,1.8,0.9640696809,10.74013256,1,0,0.3333333333
0.4,8,-0.7653513511,-4.351920816,6.928877989,-8.13372496,-7,0.174938841,6.000041873,85.911087,1.8,0.9640696809,10.74013256,1,0,0.3333333333
0.45,9,-0.7767719106,-3.358236047,6.966397424,0.6949053972,-7,0.174938841,6.002364594,93.265682,1.8,0.9640696809,9.575518576,1,0,0.3333333333
0.5,10,-0.7911297856,-6.934580038,6.551205524,-8.346252733,-7,0.174938841,6.001643671,139.90497,1.8,0.9640696809,9.575518576,1,0,0.3333333333
0.55,11,-0.8162216961,-5.965797136,6.590485081,0.7279824794,-7,0.174938841,6.000021082,72.820284,1.8,0.9640696809,9.575518576,1,0,0.3333333333
0.6,12,-0.8350526034,-5.029330919,6.16956289,-8.460805638,-7,0.174938841,5.998950284,161.368851,1.8,0.9640696809,8.446597564,1,0,0.3333333333
0.65,13,-0.849707546,-8.651476333,6.212491327,0.7995651529,-7,0.174938841,5.99998088,143.435525,1.8,0.9640696809,8.446597564,1,0,0.3333333333
0.7,14,-0.8808421952,-7.761459777,5.788369817,-8.523787838,-7,0.174938841,5.999931147,162.1594,1.8,0.9640696809,8.446597564,1,0,0.3333333333
0.75,15,-0.905788468,-6.665662238,5.372680115,-8.345586207,-7,0.174938841,6.04748844,109.48477,1.8,0.9640696809,8.446597564,1,0,0.3333333333
0.8,16,-0.9239303874,-5.419936606,4.289929559,-21.66680189,-7,0.174938841,6.244458351,142.816923,1.8,0.9640696809,8.446597564,1,0,0.3333333333
0.85,17,-0.934767346,-4.481638381,3.220004791,-21.41262101,-7,0.174938841,6.000000029,,1.8,0.9640696809,7.360836722,1,0,0.3333333333
0.9,18,-0.94765764,-8.360299381,2.154668486,-21.31592904,-7,0.174938841,9.700000045,0,1.8,0.9640696809,7.360836722,1,0,0.4434015453
0.95,19,-0.9564226678,-7.929084095,0.992002083,-23.2490983,-7,0.174938841,9.700000045,0,1.8,0.9640696809,7.360836722,1,0,0.4688539803
1,20,-0.9585824315,-7.868997844,0.002039414724,-19.81821986,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.5331735611
1.05,21,-0.9586771905,-7.869210514,0.004631431889,-0.1090234236,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.4721775353
1.1,22,-0.958805842,-7.86930302,0.005287093908,-0.01506557202,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.4616377354
1.15,23,-0.9589149951,-7.869300159,0.004688628253,0.01190253954,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.524846375
1.2,24,-0.9589942476,-7.869272503,0.003807153236,0.01772105543,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.630953908
1.25,25,-0.9590498555,-7.869240078,0.002971483408,0.01667595534,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.8668798208
1.3,26,-0.9590882556,-7.869179996,0.002272374673,0.01379581169,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.8061135411
1.35,27,-0.9591157348,-7.869120868,0.001717801684,0.01081452674,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.8493750095
1.4,28,-0.9591339375,-7.869088443,0.001289548806,0.008258291523,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.885659039
1.45,29,-0.9591483976,-7.86905888,0.0009639567424,0.006220890541,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.8176993132
1.5,30,-0.959158623,-7.86905888,0.0007183281219,0.004649516957,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.7176224589
1.55,31,-0.959165436,-7.869030269,0.0005344850336,0.003458855766,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.8325279951
1.6,32,-0.9591698781,-7.868995937,0.0003973325503,0.002568539603,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.859328568
1.65,33,-0.9591739629,-7.868995937,0.0002950100083,0.001902974687,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.9298575521
1.7,34,-0.9591739629,-7.868995937,0,0.00541263398,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.9595173001
1.75,35,-0.9591814293,-7.868995937,0.0001159649257,-0.002314034895,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.9696333408
1.8,36,-0.9591880581,-7.868995937,0.0001170554571,-2.396223078e-05,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.9678711295
1.85,37,-0.9591939338,-7.869030269,9.821752905e-05,0.0003756503983,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.9627457261
1.9,38,-0.959198522,-7.869030269,7.692123671e-05,0.0004253860682,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.9729291797
1.95,39,-0.9592022611,-7.869030269,5.835629985e-05,0.0003706266909,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.977950871
2,40,-0.9592049318,-7.869030269,4.371068624e-05,0.0002926685148,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.9214226604
2.05,41,-0.9592057811,-7.869030269,3.253253429e-05,0.0002234310675,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.8879979253
2.1,42,-0.9592079177,-7.869030269,2.417416025e-05,0.0001671373298,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.7967880964
2.15,43,-0.9592079177,-7.869030269,1.103511429e-05,0.0002627560398,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.5858417153
2.2,44,-0.9592080137,-7.869030269,1.323779188e-05,-4.422971057e-05,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.7895397544
2.25,45,-0.959209082,-7.869030269,1.170617986e-05,3.089486839e-05,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.7837791443
2.3,46,-0.9592096162,-7.869030269,9.398153474e-06,4.583734395e-05,-7,0.174938841,7,0,1.8,0.9640696809,7.360836722,1,0,0.7899963856
2.35,47,-0.9592101503,-7.869030269,7.198653874e-06,4.411925288e-05,1.8,0.174938841,-1.8,0,1.281551566,0.9,7.360836722,0,1,0.7440901995
2.4,48,-0.9592101503,-7.869030269,5.456252998e-06,3.460507053e-05,1.8,0.174938841,-3.6,0,1.281551566,0.9,7.360836722,0,1,0.8942943811
2.45,49,-0.9592112186,-7.869030269,4.025699462e-06,2.876429262e-05,1.8,0.174938841,-3.6,0,1.281551566,0.9,7.360836722,0,1,0.820058763
2.5,50,-0.9592112186,-7.869030269,2.913927502e-06,2.207143617e-05,1.8,0.174938841,-3.6,0,1.281551566,0.9,7.360836722,0,1,0.921640873
2.55,51,-0.9592112186,-7.869030269,8.383901029e-07,4.188966408e-05,1.8,0.174938841,-3.6,0,1.281551566,0.9,7.360836722,0,1,0.9110107422
2.6,52,-0.9592112186,-7.869030269,1.450908483e-06,-1.255895398e-05,1.8,0.174938841,-3.6,0,1.281551566,0.9,7.360836722,0,1,0.8402507305
2.65,53,-0.9592112186,-7.869030269,1.377063472e-06,1.415469815e-06,1.8,0.174938841,-3.6,0,1.281551566,0.9,7.360836722,0,1,0.8597702384
