scenario,policy,completion_time_s,feasibility_percent,dmin_center_mean_m,dmin_footprint_min_m,max_lateral_acceleration,avg_longitudinal_jerk,avg_lateral_jerk,average_solve_time_ms,gate_pass,note
This dissertation: give-way intersection,Fixed risk + Supervisor,10.016000149250031,99.37224455737993,5.406995706616086,0.8713667552033608,4.994450564308818,4.064907182700259,4.078404359240929,62.864570593488125,50/50,Paper-style categories; not all columns are normalized exactly like the original paper.
This dissertation: give-way intersection,Adaptive risk + Supervisor,10.013000149205327,99.37477963486313,5.40934207265012,0.8832791237189278,5.00567992751338,4.103673318238052,4.06596185862376,88.4778223626317,50/50,Paper-style categories; not all columns are normalized exactly like the original paper.
