t,step,ey,epsi_deg,speed,vehicle_accel,cmd_accel,cmd_yaw_or_steer,final_accel_delta,solve_time_ms,risk_tightening,target_prob,ego_distance_to_conflict,supervisor_active,target_cleared,top_mode_probability
0,0,-0.7433716792,-0.1383225581,7.73884821,-4.077339158,-0.6055430714,0.1464004839,0.2999996967,105.856873,1.64,0.9494974165,,0,0,0.3333333333
0.05,1,-0.7416921208,-0.00932314992,7.933355288,3.88636031,-4,0.1742659284,2.850422439,38.406014,1.64,0.9494974165,13.08505726,1,0,0.3333333333
0.1,2,-0.7325173512,-2.289030402,7.70077686,-4.667781411,-4,0.1742659284,2.308270735,88.887716,1.64,0.9494974165,13.08505726,1,0,0.3333333333
0.15,3,-0.7369901367,-1.671385138,7.849347787,2.937207451,-6,0.1742659284,4.585659946,44.830394,1.64,0.9494974165,11.89755149,1,0,0.3333333333
0.2,4,-0.7349909316,-0.8928514408,7.563541378,-5.753188098,-7,0.1742659284,5.185758781,68.138027,1.64,0.9494974165,11.89755149,1,0,0.3333333333
0.25,5,-0.7459259954,-4.541982571,7.662127279,1.922247388,-7,0.1742659284,7.000006658,44.283051,1.64,0.9494974165,11.89755149,1,0,0.3333333333
0.3,6,-0.7605268104,-3.5910844,7.298787058,-7.30836629,-7,0.1742659284,6.999900592,21.779359,1.64,0.9494974165,10.72204571,1,0,0.3333333333
0.35,7,-0.7681950699,-2.59752194,7.350724003,0.9852957573,-7,0.1742659284,7.000001229,43.552359,1.64,0.9494974165,10.72204571,1,0,0.3333333333
0.4,8,-0.7898136502,-6.157047556,6.95945474,-7.866972232,-7,0.1742659284,6.999963884,48.132935,1.64,0.9494974165,10.72204571,1,0,0.3333333333
0.45,9,-0.8123055034,-5.158816145,7.002556364,0.8065638593,-7,0.1742659284,6.999990056,48.84912,1.64,0.9494974165,9.570539899,1,0,0.3333333333
0.5,10,-0.8281740594,-4.182404326,6.589779641,-8.297986878,-7,0.1742659284,6.999882881,24.107229,1.64,0.9494974165,9.570539899,1,0,0.3333333333
0.55,11,-0.8520070005,-7.7589603,6.629874719,0.7446079849,-7,0.1742659284,7.000005446,101.98072,1.64,0.9494974165,9.570539899,1,0,0.3333333333
0.6,12,-0.8809803351,-6.81944614,6.209996258,-8.439829182,-7,0.1742659284,6.999984854,75.752105,1.64,0.9494974165,9.570539899,1,0,0.3333333333
0.65,13,-0.9037437738,-5.890120083,6.252972133,0.8009187962,-7,0.1742659284,6.941285944,71.502344,1.64,0.9494974165,8.455033997,1,0,0.3333333333
0.7,14,-0.9290381593,-9.545962247,5.829140915,-8.517942239,-7,0.1742659284,6.941378928,109.07464,1.64,0.9494974165,8.455033997,1,0,0.3333333333
0.75,15,-0.9629558883,-8.495487127,5.514184732,-6.340617906,-7,0.1742659284,6.999994292,97.721605,1.64,0.9494974165,8.455033997,1,0,0.3333333333
0.8,16,-0.9888075895,-7.130160245,4.553720874,-19.22282397,-7,0.1742659284,6.998024912,80.611011,1.64,0.9494974165,8.455033997,1,0,0.3333333333
0.85,17,-1.005899172,-6.060916814,3.48932358,-21.30210043,-7,0.1742659284,7.000000039,,1.64,0.9494974165,7.379376717,1,0,0.3333333333
0.9,18,-1.015698208,-5.313266668,2.425773093,-21.28559493,-7,0.1742659284,10.70000003,0,1.64,0.9494974165,7.379376717,1,0,0.4425256252
0.95,19,-1.021082113,-4.827669057,1.261827579,-23.27529217,-7,0.1742659284,10.70000003,0,1.64,0.9494974165,7.379376717,1,0,0.4775147736
1,20,-1.023197597,-4.730352315,0.01036712871,-25.04382991,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.5306556225
1.05,21,-1.023261999,-4.730596456,0.004265515156,-0.2672945509,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.4782092571
1.1,22,-1.023353724,-4.730749044,0.005357190407,-0.02627444714,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.4593863189
1.15,23,-1.023429023,-4.730779561,0.004894420664,0.008836926202,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.512322247
1.2,24,-1.023481607,-4.730747136,0.004025109302,0.01739491173,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.6071949005
1.25,25,-1.023514663,-4.730716619,0.003162345609,0.0171832616,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.8728675842
1.3,26,-1.023537071,-4.730657491,0.002427409025,0.01447758117,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.8022765517
1.35,27,-1.023550972,-4.730626974,0.001839510157,0.01144030155,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.8575671315
1.4,28,-1.023560095,-4.730596456,0.001383161897,0.00877346921,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.89035815
1.45,29,-1.023567516,-4.730564031,0.00103523786,0.006623177003,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.8213149309
1.5,30,-1.023571486,-4.730537328,0.0007723310775,0.004955587327,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.7338914275
1.55,31,-1.023574575,-4.730504903,0.000575337815,0.003691259033,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.8316978216
1.6,32,-1.023576368,-4.730504903,0.000427544813,0.002745398499,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.8548571467
1.65,33,-1.023578737,-4.730474386,0.00031749181,0.002031376157,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.9306881428
1.7,34,-1.023579664,-4.730474386,0.0002360489727,0.001503783569,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.9595520496
1.75,35,-1.02358357,-4.730474386,0.0001117301214,0.002063448707,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.9677228332
1.8,36,-1.02358865,-4.730474386,0.0001199785436,-0.0001801770082,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.9683843851
1.85,37,-1.023593715,-4.730502996,0.0001029330603,0.0003389753606,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.9634494185
1.9,38,-1.023597414,-4.730502996,8.139918066e-05,0.0004298829162,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.973507762
1.95,39,-1.023600192,-4.730502996,6.208800205e-05,0.0003848954217,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.9783638716
2,40,-1.023602494,-4.730502996,4.657676391e-05,0.0003100159633,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.9229947329
2.05,41,-1.023603875,-4.730502996,3.47166905e-05,0.0002371726874,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.8841661215
2.1,42,-1.02360594,-4.730502996,2.567368087e-05,0.0001807448219,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.7955727577
2.15,43,-1.023606861,-4.730502996,9.694628413e-06,0.000320149631,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.5750284791
2.2,44,-1.023607098,-4.730502996,1.336514655e-05,-7.41293343e-05,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.7976357341
2.25,45,-1.023607336,-4.730502996,1.218215446e-05,2.353518758e-05,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.786523819
2.3,46,-1.023607797,-4.730502996,9.933001977e-06,4.492968998e-05,-7,0.1742659284,7,0,1.64,0.9494974165,7.379376717,1,0,0.7912218571
2.35,47,-1.023607797,-4.730502996,7.650404871e-06,4.554043263e-05,1.8,0.1742659284,-1.8,0,1.64,0.9494974165,7.379376717,0,1,0.7586423755
2.4,48,-1.023608495,-4.730502996,5.761354513e-06,3.788632822e-05,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.8970507383
2.45,49,-1.023608495,-4.730502996,4.350263395e-06,2.815812454e-05,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.810803473
2.5,50,-1.023608956,-4.730502996,3.193593981e-06,2.321447379e-05,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.9212707281
2.55,51,-1.023608956,-4.730502996,0,6.371043706e-05,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.9045199752
2.6,52,-1.023608956,-4.730502996,1.420422594e-06,-2.839758188e-05,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.8336133957
2.65,53,-1.023608956,-4.730502996,1.501202651e-06,-1.575949262e-06,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.8552189469
2.7,54,-1.023608956,-4.730502996,1.225947966e-06,5.55569164e-06,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.8057923913
2.75,55,-1.023608956,-4.730502996,1.006725374e-06,4.400806087e-06,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.7292856574
2.8,56,-1.023608956,-4.730502996,7.155523993e-07,6.012268201e-06,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.5928038359
2.85,57,-1.023608956,-4.730502996,5.281973211e-07,3.507958526e-06,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.7651833296
2.9,58,-1.023608956,-4.730502996,3.994221473e-07,2.54289271e-06,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.5868839025
2.95,59,-1.023608956,-4.730502996,3.506299831e-07,1.541525701e-06,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.4838509858
3,60,-1.023608956,-4.730502996,1.658943107e-07,3.155993875e-06,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.5537638068
3.05,61,-1.023608956,-4.730502996,1.691900705e-07,4.600241645e-07,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.5284674764
3.1,62,-1.023608956,-4.730502996,1.691026704e-07,-3.360798504e-07,1.8,0.1742659284,-3.6,0,1.64,0.9494974165,7.379376717,0,1,0.7344184518
3.15,63,-1.023608956,-4.730502996,2.192335771e-07,6.891979195e-07,1.8,0.4460081477,-1.794258035,59.515889,1.64,0.9494974165,7.379376717,0,1,0.6876045465
3.2,64,-1.023608956,-4.730502996,1.486191833e-07,-5.253742675e-07,1.8,0.4997987558,-1.79975104,99.550063,1.64,0.9494974165,7.379376717,0,1,0.6468578577
3.25,65,-1.023490463,-4.706029806,0.2252767913,4.474996075,1.8,0.4998754237,-1.799832918,97.940894,1.64,0.9494974165,7.379376717,0,1,0.6866198182
3.3,66,-1.021792414,-9.034790294,0.6611153222,8.565913144,1.8,0.4999526576,-1.800057742,54.245162,1.64,0.9494974165,7.379376717,0,1,0.7225487232
3.35,67,-1.020483124,-8.667757289,0.9230874363,5.108213225,1.8,0.4999904011,-1.870606298,116.817452,1.64,0.9494974165,7.379376717,0,1,0.639575839
3.4,68,-1.018244705,-8.208069103,1.089883701,3.267535815,1.8,0.4999137278,-1.798628459,89.891842,1.64,0.9494974165,7.379376717,0,1,0.6530376673
3.45,69,-1.014808308,-7.669924037,1.224126155,2.56496293,1.754480113,0.4999946844,-1.8,47.299638,1.64,0.9494974165,7.379376717,0,1,0.592476368
3.5,70,-1.01025256,-7.078832881,1.419351199,3.807401574,1.8,0.4998600493,-1.799316847,94.039966,1.64,0.9494974165,7.379376717,0,1,0.5784692168
3.55,71,-1.003799063,-6.402294414,1.569818169,2.893660931,1.744628062,0.5000067636,-1.8,26.063146,1.64,0.9494974165,7.379376717,0,1,0.6065615416
3.6,72,-0.9961421512,-5.670948284,1.70779266,2.630636048,1.8,0.4999521089,-1.799783569,64.522387,1.64,0.9494974165,7.379376717,0,1,0.5506874323
3.65,73,-0.9870896834,-4.910999553,1.78304099,1.431346729,1.75824081,0.5000078307,-1.8,26.474892,1.64,0.9494974165,7.379376717,0,1,0.5691613555
3.7,74,-0.9760703826,-4.084678905,1.930185207,2.783134278,1.8,0.4999555715,-1.799696897,42.200137,1.64,0.9494974165,7.379376717,0,1,0.5041148067
3.75,75,-0.9631277091,-3.225281017,2.019944709,1.69326191,1.8,0.4372119767,-1.799999973,23.632547,1.64,0.9494974165,7.379376717,0,1,0.4821324348
3.8,76,-0.9483091261,-2.322151439,2.170019838,2.882616624,1.799979888,0.3448746536,-1.8,47.704508,1.64,0.9494974165,7.379376717,0,1,0.5028113723
3.85,77,-0.9327089101,-1.456276195,2.291282644,2.422150286,1.730984929,0.3472525174,-1.8,77.900139,1.64,0.9494974165,7.379376717,0,1,0.6682337523
3.9,78,-0.9158466684,-0.5896055864,2.466454582,3.437866265,1.8,0.4816280746,-1.792626566,76.122887,1.64,0.9494974165,6.331568209,0,1,0.5955657959
3.95,79,-0.8974211699,-4.196619171,2.604745112,2.591441539,1.72191617,0.484193121,-1.8,74.643242,1.64,0.9494974165,6.331568209,0,1,0.5789842606
4,80,-0.8831519353,-3.122028488,2.787204082,3.407400255,1.7996172,0.3261848613,-1.8,55.941263,1.64,0.9494974165,6.331568209,0,1,0.5781052113
4.05,81,-0.8667386064,-2.053789276,2.969316086,3.571671191,1.705565622,0.3283474145,-1.8,78.828714,1.64,0.9494974165,6.331568209,0,1,0.6104844809
4.1,82,-0.8482633086,-0.9957047882,3.174197872,4.003413829,1.8,0.175731011,-1.780312527,84.953107,1.64,0.9494974165,6.331568209,0,1,0.6144605875
4.15,83,-0.8292983499,-0.04449285889,3.392213302,4.384734222,1.6887796,0.1783465219,-1.8,48.690307,1.64,0.9494974165,6.331568209,0,1,0.6171323657
4.2,84,-0.8100505045,0.7990397034,3.622504741,4.607311717,1.007636563,0.05341978115,-0.9300187083,45.916064,1.64,0.9494974165,6.331568209,0,1,0.6071589589
4.25,85,-0.7883141084,1.642557007,3.847947882,4.437039244,1.787950919,0.2533237847,-1.8,79.015264,1.64,0.9494974165,5.299608593,0,1,0.6806976795
4.3,86,-0.7760928718,-2.185499844,4.064283031,4.363403982,1.532147558,0.2105114248,-1.532193553,49.814316,1.64,0.9494974165,5.299608593,0,1,0.6754903197
4.35,87,-0.767550395,-1.448221859,4.253374839,3.699342407,1.416589352,0.2136042849,-1.532193553,55.198198,1.64,0.9494974165,5.299608593,0,1,0.6853855252
4.4,88,-0.7552682604,-0.6421686978,4.432410909,3.495780009,0.4270356364,0.1137154374,-0.181638035,63.093541,1.64,0.9494974165,5.299608593,0,1,0.5394787192
4.45,89,-0.7392616285,0.203713718,4.601854829,3.305337854,0.3592580685,0.1246158414,-0.4599434878,30.969879,1.64,0.9494974165,5.299608593,0,1,0.5367910266
4.5,90,-0.7222827821,0.9377148776,4.746714571,2.897728291,0.3382022283,0.2511267463,-0.338053056,30.446112,1.64,0.9494974165,4.271498039,0,1,0.5492720008
4.55,91,-0.7192458525,-2.844931716,4.833641019,1.647744932,0.2665435926,0.2540854196,-0.3661510166,97.772908,1.64,0.9494974165,4.271498039,0,1,0.5660895109
4.6,92,-0.7122849289,-1.965155715,4.891483155,1.040032446,0.243406738,0.1735838108,-0.211517041,64.389391,1.64,0.9494974165,4.271498039,0,1,0.5547018647
4.65,93,-0.7015745478,-1.079142684,4.924017936,0.5770797211,0.2303928257,0.1759733455,-0.2860848678,65.271363,1.64,0.9494974165,4.271498039,0,1,0.5616418123
4.7,94,-0.6878881051,-0.2326766192,4.914217894,-0.2610525662,0.2343128426,0.09455338737,-0.1417171643,121.654493,1.64,0.9494974165,4.271498039,0,1,0.4984151721
4.75,95,-0.6824666644,-4.054214579,4.851104905,-1.278008199,0.2595580381,0.2720557949,-0.2592174614,54.292684,1.64,0.9494974165,3.235236908,0,1,0.5125134587
4.8,96,-0.6828267888,-3.290958506,4.731786707,-2.485389948,0.307285317,0.2457181218,-0.2903896662,35.042051,1.64,0.9494974165,3.235236908,0,1,0.6768042445
4.85,97,-0.678754539,-2.48293696,4.61305726,-2.456451176,0.3547770961,0.2471096552,-0.3733467572,29.316986,1.64,0.9494974165,3.235236908,0,1,0.669717133
4.9,98,-0.6703306743,-1.638816934,4.503655812,-2.291539142,0.3985376752,0.1763274781,-0.3182241292,34.627165,1.64,0.9494974165,3.235236908,0,1,0.6794062257
4.95,99,-0.6586200518,-0.8086701449,4.414978289,-1.846674583,0.4340086846,0.1779226071,-0.4458377674,57.302707,1.64,0.9494974165,3.235236908,0,1,0.6430190802
5,100,-0.6587419932,-4.568513341,4.33324953,-1.690007757,0.8751411896,0.323256313,-0.8949735651,77.976257,1.64,0.9494974165,2.178826772,0,1,0.5949994326
5.05,101,-0.657206802,-3.715596624,4.253788854,-1.724900066,0.8387240951,0.3241124111,-0.8949735651,56.678629,1.64,0.9494974165,2.178826772,0,1,0.6037982106
5.1,102,-0.6496552351,-2.734784551,4.212537047,-0.994360584,0.5149851811,0.2412438152,-0.5025147382,84.463615,1.64,0.9494974165,2.178826772,0,1,0.5922217369
5.15,103,-0.6374442595,-1.71344132,4.203362797,-0.318083563,0.5186548814,0.2425745305,-0.5911724392,25.680978,1.64,0.9494974165,2.178826772,0,1,0.6644195914
5.2,104,-0.6251438427,-4.739224873,4.22202627,0.285581908,0.511189492,0.1377036949,-0.4737539775,66.207048,1.64,0.9494974165,2.178826772,0,1,0.6023790836
5.25,105,-0.6237113495,-3.883782826,4.242655836,0.3963293612,1.192674618,0.2997658809,-1.254211076,58.879336,1.64,0.9494974165,1.099940513,0,1,0.4900318682
5.3,106,-0.62035283,-3.08143755,4.252264376,0.1299195205,0.8926672644,0.2606020544,-0.8926746145,41.901364,1.64,0.9494974165,1.099940513,0,1,0.531502068
5.35,107,-0.6126452584,-2.210328541,4.25805067,-0.01112860857,0.811978373,0.2621661392,-0.8926746145,30.388152,1.64,0.9494974165,1.099940513,0,1,0.5159798265
5.4,108,-0.6002191869,-1.263596974,4.29235385,0.5563334798,0.48305846,0.1653926679,-0.3612780713,37.331941,1.64,0.9494974165,1.099940513,0,1,0.5060662627
5.45,109,-0.5881640723,-4.014371083,4.344044381,0.984113045,0.4623822475,0.1701587853,-0.5433611566,35.453787,1.64,0.9494974165,1.099940513,0,1,0.6256130338
5.5,110,-0.5854428892,-3.196984456,4.390995388,0.8926441848,0.9420434113,0.2742922304,-0.9705776396,76.08375,1.64,0.9494974165,0,0,1,0.6189670563
5.55,111,-0.5802704585,-2.405282185,4.424578382,0.6076556119,0.8792336352,0.2754671939,-0.9705776396,33.200791,1.64,0.9494974165,0,0,1,0.5643453598
5.6,112,-0.5700376262,-1.509778187,4.457406181,0.509966986,0.4170375275,0.193615254,-0.3615007811,59.322978,1.64,0.9494974165,0,0,1,0.6281449795
5.65,113,-0.5558973062,-0.590844319,4.508070494,0.9309616541,0.3967718025,0.1964212587,-0.4938852754,81.395427,1.64,0.9494974165,0,0,1,0.588301599
5.7,114,-0.5454383255,-3.347414298,4.557797481,0.9212208252,0.3768810075,0.1046541101,-0.3210527631,88.298354,1.64,0.9494974165,0,0,1,0.5704606175
5.75,115,-0.5418885335,-2.579466147,4.586512461,0.5619663354,0.3653950156,0.06825767437,-0.2850758144,117.437791,1.64,0.9494974165,0,0,1,0.5558158159
5.8,116,-0.5386581408,-1.9701827,4.556351523,-0.5958058248,0.3774593908,0.2328015864,-0.3660277401,56.259924,1.64,0.9494974165,-1.119006511,0,1,0.5551399589
5.85,117,-0.532561836,-1.342039389,4.461600966,-1.96291766,0.4153596135,0.2349154285,-0.4755849281,57.93101,1.64,0.9494974165,-1.119006511,0,1,0.5229751468
5.9,118,-0.5220365186,-0.6193488069,4.372595394,-1.869886565,0.4509618423,0.1776432639,-0.4225415713,95.896594,1.64,0.9494974165,-1.119006511,0,1,0.5632199049
5.95,119,-0.5194514711,-3.530309443,4.302599037,-1.459613078,0.4789603853,0.1796480399,-0.5254927901,46.999295,1.64,0.9494974165,-1.119006511,0,1,0.4456993341
6,120,-0.5170282213,-2.816198114,4.246717573,-1.17390743,0.5013129707,0.1112456685,-0.4278153895,53.483991,1.64,0.9494974165,-1.119006511,0,1,0.4874585867
6.05,121,-0.5120692808,-2.117681269,4.192793828,-1.133014051,0.5228824686,0.1131869852,-0.5441773673,58.564007,1.64,0.9494974165,-2.245082564,0,1,0.5761927366
6.1,122,-0.505990561,-1.49121261,4.144040521,-0.9921439131,0.822963651,0.2553638785,-0.8228824657,48.729842,1.64,0.9494974165,-2.245082564,0,1,0.4575091898
6.15,123,-0.4970830782,-0.8432862797,4.088211099,-1.186272862,0.7509722865,0.2572865412,-0.8228824657,69.072772,1.64,0.9494974165,-2.245082564,0,1,0.5308260322
6.2,124,-0.4959836233,-3.747505604,4.060627883,-0.6516409286,0.575748847,0.1911381525,-0.5801828134,32.04559,1.64,0.9494974165,-2.245082564,0,1,0.5969837308
6.25,125,-0.492846248,-2.99850887,4.056935861,-0.1368154343,0.5772256557,0.1521187736,-0.5421296984,82.569324,1.64,0.9494974165,-2.245082564,0,1,0.5238113999
6.3,126,-0.4870328521,-2.248154103,4.074960819,0.2920278079,0.5700156726,0.1139552118,-0.531244423,72.201192,1.64,0.9494974165,-2.245082564,0,1,0.612944603
6.35,127,-0.4808436295,-1.609009205,4.088853322,0.2824160987,0.564458671,0.1159430244,-0.6128273656,159.948465,1.64,0.9494974165,-3.366229147,0,1,0.483068943
6.4,128,-0.4742879407,-1.057022511,4.089199689,-0.005567432609,0.8631659282,0.2657961453,-0.8644586604,57.408414,1.64,0.9494974165,-3.366229147,0,1,0.5844729543
6.45,129,-0.4775415878,-4.076875959,4.073222687,-0.4028636692,0.7818688344,0.2676789741,-0.8644586604,87.580732,1.64,0.9494974165,-3.366229147,0,1,0.58681041
6.5,130,-0.4756017983,-3.32069615,4.081017745,0.04414390925,0.567592902,0.1986758767,-0.5505573343,55.758081,1.64,0.9494974165,-3.366229147,0,1,0.6414183378
6.55,131,-0.4703950145,-2.540445601,4.104399669,0.3964721359,0.5582401322,0.1998757516,-0.6354137363,74.686685,1.64,0.9494974165,-3.366229147,0,1,0.7647178769
6.6,132,-0.4625376168,-1.765428816,4.139206684,0.6284946428,1.43956804,0.3254708195,-1.532063453,82.117721,1.64,0.9494974165,-4.470447089,0,1,0.8144281507
6.65,133,-0.4499304863,-0.8975165234,4.174381417,0.5602609334,1.434563648,0.3260032823,-1.532063453,37.101424,1.64,0.9494974165,-4.470447089,0,1,0.7661331892
6.7,134,-0.4437578866,-3.534367362,4.237674913,1.090076482,1.026054176,0.2289940575,-1.00887515,28.983389,1.64,0.9494974165,-4.470447089,0,1,0.8016149402
6.75,135,-0.4347238408,-2.518185416,4.327966393,1.702871276,0.5529334864,0.1749170759,-0.5265817165,71.421966,1.64,0.9494974165,-4.470447089,0,1,0.8404608369
