t,step,ey,epsi_deg,speed,vehicle_accel,cmd_accel,cmd_yaw_or_steer,final_accel_delta,solve_time_ms,risk_tightening,target_prob,ego_distance_to_conflict,supervisor_active,target_cleared,top_mode_probability
7.1,142,0.07366689894,-1.508150589,5.029428094,0.05454375619,0.2108775441,0.2209525813,-0.2107705514,57.788115,1.64,0.9494974165,-6.587402918,0,1,0.922370851
7.15,143,0.06806631891,-4.44524781,4.998911017,-0.6717392186,0.2004355933,0.2213599433,-0.3040858301,56.301703,1.64,0.9494974165,-6.587402918,0,1,0.9328345656
7.2,144,0.06575083925,-3.619983833,5.000588389,-0.04985490521,0.2,0.1573588963,-0.2000698805,68.998592,1.64,0.9494974165,-6.587402918,0,1,0.9179699421
7.25,145,0.06673716434,-2.835933845,5.000709618,-0.06248817979,0.7288362296,0.3073742875,-0.7636874463,45.460699,1.64,0.9494974165,-7.622855721,0,1,0.9084663987
7.3,146,0.07372073537,-1.929889839,5.027801208,0.4030852084,0.7066797181,0.2678124692,-0.7066719142,81.604197,1.64,0.9494974165,-7.622855721,0,1,0.8840687871
7.35,147,0.07179299911,-4.566530218,5.026785525,-0.1573260706,0.5952904476,0.2669327503,-0.7066719142,51.111331,1.64,0.9494974165,-7.622855721,0,1,0.9381315708
7.4,148,0.07455410932,-3.490129461,5.017194469,-0.3203992777,0.2952195747,0.1768655375,-0.2952904572,94.291493,1.64,0.9494974165,-7.622855721,0,1,0.8771342635
7.45,149,0.08193962844,-2.35897254,4.999191469,-0.4981087474,0.2003234126,0.1750786927,-0.3088925145,25.655941,1.64,0.9494974165,-8.652983614,0,1,0.9123597145
7.5,150,0.09247458827,-1.365587225,5.088775421,1.742538856,0.500265284,0.1882654504,-0.500323425,25.788467,1.64,0.9494974165,-8.652983614,0,1,0.8529363871
7.55,151,0.08999957325,-3.406872418,4.993307911,-1.956502533,0.4096658858,0.186757146,-0.500323425,101.798953,1.64,0.9494974165,-8.652983614,0,1,0.8874437809
7.6,152,0.09310129713,-2.512623455,5.099610668,2.052971005,0.2,0.106247705,-0.1999770032,29.212581,1.64,0.9494974165,-8.652983614,0,1,0.7998685837
7.65,153,0.09852296452,-1.728893902,5.132461415,0.6184288629,0.2,0.1048193314,-0.3202020315,25.405413,1.64,0.9494974165,-9.689786517,0,1,0.8552738428
7.7,154,0.1050532552,-1.035656597,5.028479892,-2.096028855,0.8568763527,0.04291172243,-0.9097490367,74.531909,1.64,0.9494974165,-9.689786517,0,1,0.8585774302
7.75,155,0.1099238247,-0.553824715,5.102337999,1.472709662,1.156836057,0.0159616952,-1.156876257,26.932526,1.64,0.9494974165,-9.689786517,0,1,0.8963739872
7.8,156,0.1161054965,-0.1061852497,5.08111379,-0.4190219131,0.8567870817,-0.005413903711,-0.8568360683,51.324133,1.64,0.9494974165,-9.689786517,0,1,0.8288325071
