scenario,initial,policy,bucket,clearance_phase,n_steps,sim_time_start_s,sim_time_end_s,ego_dconf_min,ego_dconf_mean,ego_dconf_max,target_dconf_mean,supervisor_active_frac,hard_stop_override_frac,rolling_caution_frac,emergency_brake_frac,final_control_overridden_frac,solver_failure_frac,solver_uses_adaptive_risk_frac,solver_risk_mode,risk_tightening_mean,risk_tightening_min,risk_tightening_max,risk_target_prob_mean,diagnostic_risk_tightening_mean,raw_tightening_before_floor_mean,preclearance_floor_active_frac,preclearance_floor_applied_frac,effective_severity_mean,raw_severity_mean,nominal_accel_mean,final_accel_mean,accel_override_delta_mean,current_center_distance_min,policy_min_footprint_separation,policy_min_center_distance,policy_yield_ok
scenario_uk_give_way,46,smpc_fixed_risk,approach,pre_clearance,1,10031.048095308244,10031.048095308244,15.26396347505733,15.26396347505733,15.26396347505733,16.855746272642516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.64,1.64,1.64,0.9494974165258963,1.64,,0.0,0.0,,,-6.688320312520091e-05,-0.6585008873011803,-0.6584340040980551,30.645803323489485,0.8375614685697513,4.32564687135599,True
scenario_uk_give_way,46,smpc_fixed_risk,critical,pre_clearance,31,10031.09809530899,10032.598095331341,5.066913724559843,9.38728103806505,14.845769484157247,10.168844756056838,0.5806451612903226,0.5806451612903226,0.0,0.0,0.5806451612903226,0.0,0.0,fixed_static,1.6400000000000003,1.64,1.64,0.9494974165258967,1.6400000000000003,,0.0,0.0,,,1.545658511212193,-4.955318443070945,-6.500976954283139,7.793386536600006,0.8375614685697518,4.325646871355988,True
scenario_uk_give_way,46,smpc_fixed_risk,near,pre_clearance,20,10032.648095332086,10033.598095346242,4.315712915858704,4.510188664438101,4.991528966356544,-1.0215340647078452,0.85,0.85,0.0,0.35,0.85,0.0,0.0,fixed_static,1.6400000000000001,1.64,1.64,0.9494974165258963,1.6400000000000001,,0.0,0.0,,,-0.023950947979096006,-2.45271459956573,-2.428763651586633,4.325646851573032,0.8375614685697512,4.32564687135599,True
scenario_uk_give_way,46,smpc_fixed_risk,near,post_clearance,191,10033.648095346987,10043.148095488548,-23.18975649606009,-10.29849556152593,4.315677281312981,-48.75840670030305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.6399999999999924,1.64,1.64,0.9494974165258988,1.6399999999999924,,0.0,0.0,,,-0.02365117614202953,-0.1936805705245938,-0.1700293943825643,5.889657315174901,0.8375614685697512,4.325646871355984,True
scenario_uk_give_way,46,smpc_fixed_risk,unknown,pre_clearance,1,10030.9980953075,10030.9980953075,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.64,1.64,1.64,0.9494974165258963,1.64,,0.0,0.0,,,-0.4620043553580402,-0.35909084324114615,0.10291351211689403,31.48311681839058,0.8375614685697513,4.32564687135599,True
scenario_uk_give_way,47,smpc_fixed_risk,approach,pre_clearance,4,10056.9554265365,10057.105426538736,15.29440204162788,15.878082183194156,16.462191628943614,16.35251113190184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.64,1.64,1.64,0.9494974165258963,1.64,,0.0,0.0,,,-0.0003444630619622302,-0.6990521383767935,-0.6987076753148312,29.673376795325073,0.9105402021446383,4.365572055395407,True
scenario_uk_give_way,47,smpc_fixed_risk,critical,pre_clearance,35,10057.15542653948,10058.855426564813,5.03118564662261,9.095418404483599,14.904603102304147,8.164167765105296,0.6,0.6,0.0,0.0,0.6,0.0,0.0,fixed_static,1.6400000000000003,1.64,1.64,0.9494974165258967,1.6400000000000003,,0.0,0.0,,,1.5873922166247512,-3.94661588613314,-5.53400810275789,5.689276313340125,0.9105402021446382,4.365572055395405,True
scenario_uk_give_way,47,smpc_fixed_risk,near,pre_clearance,13,10058.905426565558,10059.505426574498,4.548159300604173,4.770241762067851,4.993709160774937,-2.4283011584431256,0.7692307692307693,0.7692307692307693,0.0,0.0,0.7692307692307693,0.0,0.0,fixed_static,1.6400000000000003,1.64,1.64,0.9494974165258961,1.6400000000000003,,0.0,0.0,,,-0.27692307846130676,0.18461538461538465,0.46153846307669133,4.365572064802757,0.9105402021446382,4.365572055395406,True
scenario_uk_give_way,47,smpc_fixed_risk,near,post_clearance,139,10059.555426575243,10066.455426678061,-23.461511081567632,-8.768331299123735,4.510995962708085,-36.841472173559396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.6399999999999944,1.64,1.64,0.949497416525898,1.6399999999999944,,0.0,0.0,,,-0.03767326262115291,0.06382907919114003,0.10150234181229295,5.352619416233178,0.9105402021446416,4.36557205539542,True
scenario_uk_give_way,47,smpc_fixed_risk,unknown,pre_clearance,1,10056.905426535755,10056.905426535755,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fixed_static,1.64,1.64,1.64,0.9494974165258963,1.64,,0.0,0.0,,,-0.31840396907993807,-0.018403645560327198,0.30000032351961087,32.90090612368899,0.9105402021446383,4.365572055395407,True
