cell_id,predictor,risk_policy,target_style,ego_init_id,completion_time_s,completion_valid,min_footprint_separation_m,min_center_distance_m,footprint_collision,yield_order_valid,clearance_s,feasibility_fraction,solver_failure_fraction,average_solve_time_s,max_lateral_acceleration_mps2,avg_longitudinal_jerk_mps3,avg_lateral_jerk_mps3,supervisor_active_fraction,hard_stop_override_fraction,risk_tightening_mean,adaptive_risk_solver_fraction,reactive_active_samples,invalid_probabilities,invalid_covariances
B1_fixed_medium_reactive,B1,fixed_medium,reactive,48,10.200000151991844,1.0,1.1185054978253999,4.5778544514987685,0.0,1.0,1.5000000223517418,0.9951219512195122,0.004878048780487805,0.06965320920588235,5.196422884842296,6.256543297733908,2.931738665629401,0.2097560975609756,0.2097560975609756,1.6399999999999957,0.0,10,0,0
B1_fixed_medium_reactive,B1,fixed_medium,reactive,49,12.550000187009573,1.0,1.1585835591023623,4.6126375608338375,0.0,1.0,1.5000000223517418,0.996031746031746,0.003968253968253968,0.07039204178486057,6.074516334374545,5.546341611552635,3.036626799452587,0.1388888888888889,0.1388888888888889,1.639999999999994,0.0,9,0,0
B1_fixed_medium_reactive,B1,fixed_medium,reactive,50,12.250000182539225,1.0,1.7972202793308303,5.126656674568154,0.0,1.0,1.3500000201165676,0.9959349593495935,0.0040650406504065045,0.07710324248163264,5.384622772951206,4.553284125526384,3.933738363166095,0.11788617886178862,0.11788617886178862,1.6399999999999937,0.0,0,0,0
B1_fixed_conservative_assertive,B1,fixed_conservative,assertive,46,9.850000146776438,1.0,0.985224224512261,4.506650681885662,0.0,1.0,1.1500000171363354,0.9949494949494949,0.005050505050505051,0.07215835408629441,4.356328881395514,4.965707646961803,3.8185688502748896,0.1414141414141414,0.1414141414141414,2.0537489106318216,0.0,0,0,0
B1_fixed_conservative_assertive,B1,fixed_conservative,assertive,47,9.300000138580799,1.0,1.0485621569234012,4.497629540428082,0.0,1.0,1.1000000163912773,1.0,0.0,0.07089812302673797,4.858460617704424,5.43074249903981,6.337290360750743,0.12834224598930483,0.12834224598930483,2.053748910631821,0.0,0,0,0
B1_fixed_conservative_assertive,B1,fixed_conservative,assertive,48,10.200000151991844,1.0,1.17199954595732,4.650389036056041,0.0,1.0,1.5000000223517418,0.9902439024390244,0.00975609756097561,0.06863991378325124,5.232274065136309,6.685569603286099,3.1374809829964496,0.16097560975609757,0.16097560975609757,2.0537489106318225,0.0,0,0,0
B1_fixed_conservative_assertive,B1,fixed_conservative,assertive,49,10.150000151246786,1.0,1.3286414899674714,4.790037474298601,0.0,1.0,1.3000000193715096,0.9950980392156863,0.004901960784313725,0.07263055954679802,6.052911199855391,5.633036103862756,3.811290774641695,0.13725490196078433,0.13725490196078433,2.0537489106318225,0.0,0,0,0
B1_fixed_conservative_assertive,B1,fixed_conservative,assertive,50,10.700000159442425,1.0,1.7736722290273221,5.11094711923648,0.0,1.0,1.3500000201165676,0.9953488372093023,0.004651162790697674,0.06756839229906542,5.37223678651305,5.29212810248352,4.522300752367412,0.13488372093023257,0.13488372093023257,2.0537489106318234,0.0,0,0,0
B1_fixed_conservative_reactive,B1,fixed_conservative,reactive,46,13.90000020712614,1.0,0.825184024410073,4.315628351319943,0.0,1.0,1.4000000208616257,0.996415770609319,0.0035842293906810036,0.06932155096043166,4.3435110325182205,4.5676393798720945,2.6560496843619146,0.13978494623655913,0.13978494623655913,2.0537489106318265,0.0,15,0,0
B1_fixed_conservative_reactive,B1,fixed_conservative,reactive,47,9.750000145286322,1.0,1.2489637931007573,4.628409239465073,0.0,1.0,1.1500000171363354,1.0,0.0,0.07171320921428571,4.858872270089231,4.658959267345966,5.863258600703727,0.11734693877551021,0.11734693877551021,2.0537489106318216,0.0,0,0,0
B1_fixed_conservative_reactive,B1,fixed_conservative,reactive,48,12.10000018030405,1.0,1.1188090245058673,4.578101624218562,0.0,1.0,1.5000000223517418,0.9917695473251029,0.00823045267489712,0.06800054648962656,5.197368949457468,5.523815793818891,2.6041202076319823,0.17695473251028807,0.17695473251028807,2.0537489106318243,0.0,10,0,0
B1_fixed_conservative_reactive,B1,fixed_conservative,reactive,49,11.10000016540289,1.0,1.1649170855003546,4.618618466438759,0.0,1.0,1.5000000223517418,0.9955156950672646,0.004484304932735426,0.0684843731891892,6.052773477783424,6.1330567416287725,3.4369767565217604,0.15695067264573992,0.15695067264573992,2.053748910631823,0.0,9,0,0
B1_fixed_conservative_reactive,B1,fixed_conservative,reactive,50,10.100000150501728,1.0,1.2654270746226322,4.6790479464149906,0.0,1.0,1.2000000178813934,1.0,0.0,0.06485075350246305,5.701703443552436,5.153073960271546,5.191431847118423,0.12315270935960591,0.12315270935960591,2.053748910631822,0.0,0,0,0
B1_adaptive_assertive,B1,adaptive,assertive,46,9.850000146776438,1.0,0.9861039421566887,4.506920422575046,0.0,1.0,1.1500000171363354,0.9949494949494949,0.005050505050505051,0.09217690629441624,4.414773780556682,5.085375912548116,3.9434217083851193,0.1414141414141414,0.1414141414141414,1.3800330674592867,1.0,0,0,0
B1_adaptive_assertive,B1,adaptive,assertive,47,9.200000137090683,1.0,1.0344460919996392,4.4909934739572215,0.0,1.0,1.1000000163912773,1.0,0.0,0.0809641222972973,4.8841158135069485,5.439394267911937,6.2760605276139225,0.12972972972972974,0.12972972972972974,1.3833055804936558,1.0,0,0,0
B1_adaptive_assertive,B1,adaptive,assertive,48,12.450000185519457,1.0,1.1350885312938095,4.614027930693508,0.0,1.0,1.5000000223517418,0.996,0.004,0.08678311208433735,5.217193392979956,5.234105383382322,2.557676188353936,0.132,0.132,1.360201169556828,1.0,0,0,0
B1_adaptive_assertive,B1,adaptive,assertive,49,10.150000151246786,1.0,1.3294770603890116,4.790466938414517,0.0,1.0,1.3000000193715096,0.9950980392156863,0.004901960784313725,0.09082364365517243,6.119808667331851,5.6314346411525165,3.789387838442982,0.13725490196078433,0.13725490196078433,1.3763558659092887,1.0,0,0,0
B1_adaptive_assertive,B1,adaptive,assertive,50,10.700000159442425,1.0,1.7853060353707149,5.117019080846188,0.0,1.0,1.3500000201165676,0.9953488372093023,0.004651162790697674,0.08807249725233644,5.375110608639204,5.16120320231875,4.42980409021119,0.13488372093023257,0.13488372093023257,1.3735727904738317,1.0,0,0,0
B1_adaptive_reactive,B1,adaptive,reactive,46,11.950000178068876,1.0,0.8385478450793392,4.33013434717971,0.0,1.0,1.4500000216066837,0.9958333333333333,0.004166666666666667,0.08668927895815899,4.4380807694082005,5.342919186265369,3.1950521097862317,0.1625,0.1625,1.3856992731202313,1.0,15,0,0
B1_adaptive_reactive,B1,adaptive,reactive,47,9.250000137835741,1.0,1.0166451664745086,4.474384022707809,0.0,1.0,1.1000000163912773,1.0,0.0,0.08597159465053764,4.879045855609197,5.4851050738368174,6.296361289272617,0.12903225806451613,0.12903225806451613,1.3827605454631133,1.0,0,0,0
B1_adaptive_reactive,B1,adaptive,reactive,48,11.700000174343586,1.0,1.122764224844698,4.584156771359165,0.0,1.0,1.5000000223517418,0.9914893617021276,0.00851063829787234,0.08034009688412017,5.251858191148006,5.311373184151751,2.6997876299037715,0.1829787234042553,0.1829787234042553,1.3868397858743529,1.0,10,0,0
B1_adaptive_reactive,B1,adaptive,reactive,49,10.250000152736902,1.0,1.215280911937039,4.689672701632786,0.0,1.0,1.3500000201165676,0.9951456310679612,0.0048543689320388345,0.0861057810682927,6.149530548873686,6.543112922711181,3.668066475486815,0.16990291262135923,0.16990291262135923,1.392402501502759,1.0,9,0,0
B1_adaptive_reactive,B1,adaptive,reactive,50,11.000000163912773,1.0,1.8078267845874658,5.134564365962205,0.0,1.0,1.3500000201165676,0.995475113122172,0.004524886877828055,0.08917787484090907,5.375089363818342,5.086989527181172,4.3042340971463116,0.13122171945701358,0.13122171945701358,1.3710737187912059,1.0,0,0,0
B0_fixed_aggressive_assertive,B0,fixed_aggressive,assertive,46,9.950000148266554,1.0,0.9984228959910301,4.518395188938372,0.0,1.0,1.1500000171363354,0.995,0.005,0.09209816919597989,4.4379996887984134,5.3205024457607815,3.8958201931963323,0.14,0.14,1.2815515655445986,0.0,0,0,0
B0_fixed_aggressive_assertive,B0,fixed_aggressive,assertive,47,9.300000138580799,1.0,1.0960950286452258,4.538971757867088,0.0,1.0,1.1500000171363354,1.0,0.0,0.0628662435882353,4.878486634433085,5.317550915514548,6.308926545754804,0.12834224598930483,0.12834224598930483,1.2815515655445993,0.0,0,0,0
B0_fixed_aggressive_assertive,B0,fixed_aggressive,assertive,48,10.400000154972076,1.0,1.1180453409145368,4.599419079098587,0.0,1.0,1.5000000223517418,0.9952153110047847,0.004784688995215311,0.06219350490384616,5.196093717179602,6.37007285543578,2.935135986963621,0.15789473684210525,0.15789473684210525,1.2815515655445981,0.0,0,0,0
B0_fixed_aggressive_assertive,B0,fixed_aggressive,assertive,49,10.200000151991844,1.0,1.3537091160690422,4.811669327340807,0.0,1.0,1.4000000208616257,0.9951219512195122,0.004878048780487805,0.06266534102450981,6.170975157409742,5.8906405542082645,3.699310719832033,0.13658536585365855,0.13658536585365855,1.2815515655445984,0.0,0,0,0
B0_fixed_aggressive_assertive,B0,fixed_aggressive,assertive,50,11.550000172108412,1.0,1.8753911604631488,5.1948346954438716,0.0,1.0,1.3500000201165676,0.9956896551724138,0.004310344827586207,0.06421679316450216,5.384782936798731,5.05709064164038,4.076826761258322,0.125,0.125,1.2815515655445973,0.0,0,0,0
B0_fixed_aggressive_reactive,B0,fixed_aggressive,reactive,46,12.000000178813934,1.0,0.838207160172085,4.33042683223993,0.0,1.0,1.4500000216066837,0.995850622406639,0.004149377593360996,0.059321686949999994,4.369193653317918,5.462669473113874,3.159631557972701,0.16182572614107885,0.16182572614107885,1.2815515655445975,0.0,15,0,0
B0_fixed_aggressive_reactive,B0,fixed_aggressive,reactive,47,9.700000144541264,1.0,1.3267712897661175,4.684199848832518,0.0,1.0,1.2500000186264515,1.0,0.0,0.06675679013846154,4.880468375794511,4.552592302876523,5.965139886880764,0.11794871794871795,0.11794871794871795,1.2815515655445988,0.0,0,0,0
B0_fixed_aggressive_reactive,B0,fixed_aggressive,reactive,48,10.200000151991844,1.0,1.1205870993206652,4.579586147875016,0.0,1.0,1.5000000223517418,0.9951219512195122,0.004878048780487805,0.06081252935784314,5.196249315518073,6.283055109732479,2.931003863096396,0.2097560975609756,0.2097560975609756,1.2815515655445986,0.0,10,0,0
B0_fixed_aggressive_reactive,B0,fixed_aggressive,reactive,49,11.000000163912773,1.0,1.1597640351451455,4.614653278427965,0.0,1.0,1.5000000223517418,0.995475113122172,0.004524886877828055,0.06269079515,6.0538045506514875,6.205688621890304,3.471362738028466,0.1583710407239819,0.1583710407239819,1.281551565544598,0.0,9,0,0
B0_fixed_aggressive_reactive,B0,fixed_aggressive,reactive,50,12.300000183284283,1.0,1.7018112876025542,5.067054474690387,0.0,1.0,1.3500000201165676,0.9959514170040485,0.004048582995951417,0.06752009234552846,5.410232147724683,4.5262534498460045,3.9716212425045962,0.11740890688259109,0.11740890688259109,1.2815515655445968,0.0,0,0,0
B0_fixed_medium_assertive,B0,fixed_medium,assertive,46,9.950000148266554,1.0,0.9985051398890123,4.519017475488141,0.0,1.0,1.1500000171363354,0.99,0.01,0.0680114947929293,4.393383640761951,5.22531515989597,3.902726006606705,0.14,0.14,1.6399999999999948,0.0,0,0,0
B0_fixed_medium_assertive,B0,fixed_medium,assertive,47,9.700000144541264,1.0,1.3423906660755125,4.7040878570797044,0.0,1.0,1.2500000186264515,1.0,0.0,0.06786895297948717,4.880473153678196,4.598747803728415,5.874672608713636,0.11794871794871795,0.11794871794871795,1.6399999999999955,0.0,0,0,0
B0_fixed_medium_assertive,B0,fixed_medium,assertive,48,10.850000161677599,1.0,1.1798502812780556,4.666736270751666,0.0,1.0,1.5000000223517418,0.9908256880733946,0.009174311926605505,0.06457602039814815,5.228154496778051,6.577146729166839,2.9398302259001965,0.15137614678899083,0.15137614678899083,1.6399999999999948,0.0,0,0,0
B0_fixed_medium_assertive,B0,fixed_medium,assertive,49,10.400000154972076,1.0,1.354768927495582,4.812202290116742,0.0,1.0,1.4000000208616257,0.9952153110047847,0.004784688995215311,0.061054996831730775,6.100116769373578,5.820219981313268,3.611041975168774,0.1339712918660287,0.1339712918660287,1.639999999999995,0.0,0,0,0
B0_fixed_medium_assertive,B0,fixed_medium,assertive,50,9.950000148266554,1.0,1.7572696851253733,5.092370344603241,0.0,1.0,1.3500000201165676,0.995,0.005,0.06568554364824121,5.377520039034374,5.500776661787602,4.847049661914075,0.145,0.145,1.6399999999999952,0.0,0,0,0
B0_fixed_medium_reactive,B0,fixed_medium,reactive,46,12.050000179558992,1.0,0.8390618828096366,4.330941164392526,0.0,1.0,1.4500000216066837,0.9958677685950413,0.004132231404958678,0.059567223929460573,4.323864978160348,5.347854219164927,3.115624590923749,0.16115702479338842,0.16115702479338842,1.6399999999999944,0.0,15,0,0
B0_fixed_medium_reactive,B0,fixed_medium,reactive,47,9.300000138580799,1.0,1.1073864239981686,4.543220716822272,0.0,1.0,1.1000000163912773,1.0,0.0,0.0686566027433155,4.863610763721192,5.3813622153977345,6.400205492651747,0.12834224598930483,0.12834224598930483,1.6399999999999957,0.0,0,0,0
B0_fixed_medium_reactive,B0,fixed_medium,reactive,48,11.85000017657876,1.0,1.1184883358607784,4.577838221991885,0.0,1.0,1.5000000223517418,0.9957983193277311,0.004201680672268907,0.06256406978481015,5.196452156502285,5.596983741879124,2.659404262541955,0.18067226890756302,0.18067226890756302,1.6399999999999946,0.0,10,0,0
B0_fixed_medium_reactive,B0,fixed_medium,reactive,49,11.10000016540289,1.0,1.1561054928566235,4.610481068369436,0.0,1.0,1.5000000223517418,0.9955156950672646,0.004484304932735426,0.06301493933783783,6.042079772836729,6.187280112354542,3.4309236781270283,0.15695067264573992,0.15695067264573992,1.6399999999999948,0.0,9,0,0
B0_fixed_medium_reactive,B0,fixed_medium,reactive,50,12.10000018030405,1.0,1.7972736600469343,5.126695715743496,0.0,1.0,1.3500000201165676,0.9958847736625515,0.00411522633744856,0.06983744317768595,5.384675654864024,4.521027929137081,3.9986304092372706,0.11934156378600823,0.11934156378600823,1.639999999999994,0.0,0,0,0
B0_fixed_conservative_assertive,B0,fixed_conservative,assertive,46,10.100000150501728,1.0,0.9788867350496604,4.502544568067035,0.0,1.0,1.1500000171363354,0.9901477832512315,0.009852216748768473,0.06611702101492538,4.395839254277638,5.281304843987093,3.8466276532932904,0.13793103448275862,0.13793103448275862,2.0537489106318225,0.0,0,0,0
B0_fixed_conservative_assertive,B0,fixed_conservative,assertive,47,9.650000143796206,1.0,1.3900731887883204,4.725397510281266,0.0,1.0,1.2500000186264515,1.0,0.0,0.06295079269072165,4.878538817689213,4.523268346975062,6.420360483380418,0.11855670103092783,0.11855670103092783,2.0537489106318216,0.0,0,0,0
B0_fixed_conservative_assertive,B0,fixed_conservative,assertive,48,10.400000154972076,1.0,1.1202449141500805,4.600939096258628,0.0,1.0,1.5000000223517418,0.9904306220095693,0.009569377990430622,0.11463431820772949,5.1967209736636475,6.351538525507184,2.936336695607364,0.15789473684210525,0.15789473684210525,2.053748910631823,0.0,0,0,0
B0_fixed_conservative_assertive,B0,fixed_conservative,assertive,49,10.150000151246786,1.0,1.3280720890157522,4.789638878930769,0.0,1.0,1.3000000193715096,0.9950980392156863,0.004901960784313725,0.06475449709852217,6.0560133104223155,5.6556783482304,3.8054057689701697,0.13725490196078433,0.13725490196078433,2.0537489106318225,0.0,0,0,0
B0_fixed_conservative_assertive,B0,fixed_conservative,assertive,50,10.750000160187483,1.0,1.7943220624622105,5.12457127309502,0.0,1.0,1.3500000201165676,0.9953703703703703,0.004629629629629629,0.06703401415348836,5.37722445240965,5.399477371710471,4.461272781994658,0.13425925925925927,0.13425925925925927,2.053748910631823,0.0,0,0,0
B0_fixed_conservative_reactive,B0,fixed_conservative,reactive,46,12.000000178813934,1.0,0.8362612801950774,4.328666300641161,0.0,1.0,1.4500000216066837,0.995850622406639,0.004149377593360996,0.06388825122500001,4.3146918265412815,5.3929124338513965,3.127760945362573,0.16182572614107885,0.16182572614107885,2.0537489106318243,0.0,15,0,0
B0_fixed_conservative_reactive,B0,fixed_conservative,reactive,47,9.650000143796206,1.0,1.3886143236243949,4.724220455669827,0.0,1.0,1.2500000186264515,1.0,0.0,0.06655103381958762,4.877852717028568,4.528419349451039,6.430364661256763,0.11855670103092783,0.11855670103092783,2.0537489106318216,0.0,0,0,0
B0_fixed_conservative_reactive,B0,fixed_conservative,reactive,48,10.200000151991844,1.0,1.1135981441195715,4.573998740390101,0.0,1.0,1.5000000223517418,0.9902439024390244,0.00975609756097561,0.06259609045320196,5.197365006371157,6.297394416254208,2.925395867257154,0.2097560975609756,0.2097560975609756,2.0537489106318216,0.0,10,0,0
B0_fixed_conservative_reactive,B0,fixed_conservative,reactive,49,11.000000163912773,1.0,1.165003137602753,4.618637311065786,0.0,1.0,1.5000000223517418,0.995475113122172,0.004524886877828055,0.06529007471818181,6.052045725380008,6.265941064456085,3.5093385814229836,0.1583710407239819,0.1583710407239819,2.0537489106318234,0.0,9,0,0
B0_fixed_conservative_reactive,B0,fixed_conservative,reactive,50,12.250000182539225,1.0,1.800793579111046,5.129878523954626,0.0,1.0,1.3500000201165676,0.9959349593495935,0.0040650406504065045,0.06518598084489795,5.357967706531859,4.47039135044215,3.9483981287403975,0.11788617886178862,0.11788617886178862,2.053748910631825,0.0,0,0,0
B0_adaptive_assertive,B0,adaptive,assertive,46,9.950000148266554,1.0,0.9857434305774737,4.506352410328392,0.0,1.0,1.1500000171363354,0.995,0.005,0.08751651793969849,4.432135371448352,4.974877639422832,3.9387416389053405,0.14,0.14,1.379091728705737,1.0,0,0,0
B0_adaptive_assertive,B0,adaptive,assertive,47,9.300000138580799,1.0,1.0605223381896305,4.504620537136418,0.0,1.0,1.1000000163912773,1.0,0.0,0.08723692498930481,4.879037425524841,5.387638908595769,6.462453324841145,0.12834224598930483,0.12834224598930483,1.382256701545851,1.0,0,0,0
B0_adaptive_assertive,B0,adaptive,assertive,48,9.80000014603138,1.0,1.0971343840282635,4.581856431479101,0.0,1.0,1.5000000223517418,0.9949238578680203,0.005076142131979695,0.08552837526020407,5.217192741532707,6.550702351526803,3.1092199276194434,0.16751269035532995,0.16751269035532995,1.3814117625843731,1.0,0,0,0
B0_adaptive_assertive,B0,adaptive,assertive,49,11.200000166893005,1.0,1.318228332091092,4.780819858407951,0.0,1.0,1.2500000186264515,0.9955555555555555,0.0044444444444444444,0.08423030305357145,6.1097522748948805,4.798539358327945,3.4330916602143904,0.12444444444444444,0.12444444444444444,1.3675524063643671,1.0,0,0,0
B0_adaptive_assertive,B0,adaptive,assertive,50,10.650000158697367,1.0,1.7862528338542212,5.117722731024392,0.0,1.0,1.3500000201165676,0.9953271028037384,0.004672897196261682,0.08782518607511737,5.375066110227196,5.18881655660758,4.440917463762621,0.13551401869158877,0.13551401869158877,1.3740600662795481,1.0,0,0,0
B0_adaptive_reactive,B0,adaptive,reactive,46,11.800000175833702,1.0,0.842359478288727,4.33331888056235,0.0,1.0,1.4500000216066837,0.9957805907172996,0.004219409282700422,0.09491873999152543,4.458324522892723,5.459241069015035,3.2289327793973897,0.16455696202531644,0.16455696202531644,1.3870535780337052,1.0,15,0,0
B0_adaptive_reactive,B0,adaptive,reactive,47,9.700000144541264,1.0,1.3305977714176649,4.682221342576581,0.0,1.0,1.2500000186264515,1.0,0.0,0.09637073170256412,4.879045134841219,4.554029282989277,6.1356261739786655,0.11794871794871795,0.11794871794871795,1.3778145053480761,1.0,0,0,0
B0_adaptive_reactive,B0,adaptive,reactive,48,11.900000177323818,1.0,1.1117454270838907,4.572316108375641,0.0,1.0,1.5000000223517418,0.99581589958159,0.0041841004184100415,0.09377102007563025,5.21718649626885,5.251815894775128,2.634702563622394,0.1799163179916318,0.1799163179916318,1.3848171557571913,1.0,10,0,0
B0_adaptive_reactive,B0,adaptive,reactive,49,10.450000155717134,1.0,1.1657956614458769,4.647654204639218,0.0,1.0,1.3500000201165676,0.9952380952380953,0.004761904761904762,0.09322545411483252,6.13111927406225,5.893699936944141,3.5509284417516773,0.16666666666666666,0.16666666666666666,1.3903506247072985,1.0,9,0,0
B0_adaptive_reactive,B0,adaptive,reactive,50,10.650000158697367,1.0,1.7847036197170305,5.116387124409364,0.0,1.0,1.3500000201165676,0.9953271028037384,0.004672897196261682,0.09967230338967135,5.375078584815245,5.189152784550072,4.43534349259094,0.13551401869158877,0.13551401869158877,1.3740601288519032,1.0,0,0,0
