cell_id,predictor,risk_policy,target_style,ego_init_id,completion_time_s,target_clearance_adjusted_completion_delay_s,rollout_start_time_s,ego_completion_time_s,target_clearance_time_s,completion_clock_residual_s,completion_valid,min_footprint_separation_m,min_center_distance_m,footprint_collision,yield_order_valid,clearance_s,feasibility_fraction,solver_failure_fraction,average_solve_time_s,max_lateral_acceleration_mps2,avg_longitudinal_jerk_mps3,avg_lateral_jerk_mps3,supervisor_active_fraction,hard_stop_override_fraction,risk_tightening_mean,adaptive_risk_solver_fraction,reactive_active_samples,invalid_probabilities,invalid_covariances
B0_fixed_aggressive_assertive,B0,fixed_aggressive,assertive,47,9.300000138580799,7.300000108778477,643.4718493558466,652.7718494944274,645.471849385649,0.0,1.0,1.0960950286452258,4.538971757867088,0.0,1.0,1.1500000171363354,1.0,0.0,0.0628662435882353,4.878486634433085,5.317550915514548,6.308926545754804,0.12834224598930483,0.12834224598930483,1.2815515655445993,0.0,0,0,0
B0_fixed_aggressive_assertive,B0,fixed_aggressive,assertive,48,10.400000154972076,8.450000125914812,664.9137579873204,675.3137581422925,666.8637580163777,0.0,1.0,1.1180453409145368,4.599419079098587,0.0,1.0,1.5000000223517418,0.9952153110047847,0.004784688995215311,0.06219350490384616,5.196093717179602,6.37007285543578,2.935135986963621,0.15789473684210525,0.15789473684210525,1.281551565544598,0.0,0,0,0
B0_fixed_aggressive_assertive,B0,fixed_aggressive,assertive,49,10.200000151991844,8.300000123679638,685.890427455306,696.0904276072979,687.7904274836183,0.0,1.0,1.3537091160690422,4.811669327340807,0.0,1.0,1.4000000208616257,0.9951219512195122,0.004878048780487805,0.06266534102450981,6.170975157409742,5.8906405542082645,3.699310719832033,0.13658536585365855,0.13658536585365855,1.2815515655445984,0.0,0,0,0
B0_fixed_aggressive_assertive,B0,fixed_aggressive,assertive,50,11.550000172108412,9.600000143051147,706.7601653113961,718.3101654835045,708.7101653404534,0.0,1.0,1.8753911604631488,5.1948346954438716,0.0,1.0,1.3500000201165676,0.9956896551724138,0.004310344827586207,0.06421679316450216,5.384782936798731,5.05709064164038,4.076826761258322,0.125,0.125,1.2815515655445973,0.0,0,0,0
B0_fixed_aggressive_reactive,B0,fixed_aggressive,reactive,46,12.000000178813934,9.500000141561031,740.5229694619775,752.5229696407914,743.0229694992304,0.0,1.0,0.838207160172085,4.33042683223993,0.0,1.0,1.4500000216066837,0.995850622406639,0.004149377593360996,0.059321686949999994,4.369193653317918,5.462669473113874,3.159631557972701,0.16182572614107885,0.16182572614107885,1.2815515655445973,0.0,15,0,0
B0_fixed_aggressive_reactive,B0,fixed_aggressive,reactive,47,9.700000144541264,7.750000115483999,762.9412651844323,772.6412653289735,764.8912652134895,0.0,1.0,1.3267712897661175,4.684199848832518,0.0,1.0,1.2500000186264515,1.0,0.0,0.06675679013846154,4.880468375794511,4.552592302876523,5.965139886880764,0.11794871794871795,0.11794871794871795,1.2815515655445988,0.0,0,0,0
B0_fixed_aggressive_reactive,B0,fixed_aggressive,reactive,48,10.200000151991844,7.750000115483999,783.1200734898448,793.3200736418366,785.5700735263526,0.0,1.0,1.1205870993206652,4.579586147875016,0.0,1.0,1.5000000223517418,0.9951219512195122,0.004878048780487805,0.06081252935784314,5.196249315518073,6.283055109732479,2.931003863096396,0.2097560975609756,0.2097560975609756,1.2815515655445986,0.0,10,0,0
B0_fixed_aggressive_reactive,B0,fixed_aggressive,reactive,49,11.000000163912773,8.700000129640102,804.3651919104159,815.3651920743287,806.6651919446886,0.0,1.0,1.1597640351451455,4.614653278427965,0.0,1.0,1.5000000223517418,0.995475113122172,0.004524886877828055,0.06269079515,6.0538045506514875,6.205688621890304,3.471362738028466,0.1583710407239819,0.1583710407239819,1.281551565544598,0.0,9,0,0
B0_fixed_aggressive_reactive,B0,fixed_aggressive,reactive,50,12.300000183284283,10.350000154227018,825.7401511110365,838.0401512943208,827.6901511400938,0.0,1.0,1.7018112876025542,5.067054474690387,0.0,1.0,1.3500000201165676,0.9959514170040485,0.004048582995951417,0.06752009234552846,5.410232147724683,4.5262534498460045,3.9716212425045962,0.11740890688259109,0.11740890688259109,1.2815515655445968,0.0,0,0,0
B0_fixed_medium_assertive,B0,fixed_medium,assertive,46,9.950000148266554,8.00000011920929,858.1616624817252,868.1116626299918,860.1116625107825,0.0,1.0,0.9985051398890123,4.519017475488141,0.0,1.0,1.1500000171363354,0.99,0.01,0.0680114947929293,4.393383640761951,5.22531515989597,3.902726006606705,0.14,0.14,1.6399999999999948,0.0,0,0,0
B0_fixed_medium_assertive,B0,fixed_medium,assertive,47,9.700000144541264,7.750000115483999,878.6658762842417,888.3658764287829,880.6158763132989,0.0,1.0,1.3423906660755125,4.7040878570797044,0.0,1.0,1.2500000186264515,1.0,0.0,0.06786895297948717,4.880473153678196,4.598747803728415,5.874672608713636,0.11794871794871795,0.11794871794871795,1.6399999999999955,0.0,0,0,0
B0_fixed_medium_assertive,B0,fixed_medium,assertive,48,10.850000161677599,8.900000132620335,898.9724279791117,909.8224281407893,900.9224280081689,0.0,1.0,1.1798502812780556,4.666736270751666,0.0,1.0,1.5000000223517418,0.9908256880733946,0.009174311926605505,0.06457602039814815,5.228154496778051,6.577146729166839,2.9398302259001965,0.15137614678899083,0.15137614678899083,1.6399999999999944,0.0,0,0,0
B0_fixed_medium_assertive,B0,fixed_medium,assertive,49,10.400000154972076,8.50000012665987,920.533422794193,930.9334229491651,922.4334228225052,0.0,1.0,1.354768927495582,4.812202290116742,0.0,1.0,1.4000000208616257,0.9952153110047847,0.004784688995215311,0.061054996831730775,6.100116769373578,5.820219981313268,3.611041975168774,0.1339712918660287,0.1339712918660287,1.6399999999999948,0.0,0,0,0
B0_fixed_medium_assertive,B0,fixed_medium,assertive,50,9.950000148266554,8.00000011920929,941.2610226534307,951.2110228016973,943.211022682488,0.0,1.0,1.7572696851253733,5.092370344603241,0.0,1.0,1.3500000201165676,0.995,0.005,0.06568554364824121,5.377520039034374,5.500776661787602,4.847049661914075,0.145,0.145,1.6399999999999952,0.0,0,0,0
B0_fixed_medium_reactive,B0,fixed_medium,reactive,46,12.050000179558992,9.55000014230609,974.9556591100991,987.0056592896581,977.455659147352,0.0,1.0,0.8390618828096366,4.330941164392526,0.0,1.0,1.4500000216066837,0.9958677685950413,0.004132231404958678,0.059567223929460573,4.323864978160348,5.347854219164927,3.115624590923749,0.16115702479338842,0.16115702479338842,1.6399999999999944,0.0,15,0,0
B0_fixed_medium_reactive,B0,fixed_medium,reactive,47,9.300000138580799,7.300000108778477,997.7157282158732,1007.015728354454,999.7157282456756,0.0,1.0,1.1073864239981686,4.543220716822272,0.0,1.0,1.1000000163912773,1.0,0.0,0.0686566027433155,4.863610763721192,5.3813622153977345,6.400205492651747,0.12834224598930483,0.12834224598930483,1.6399999999999957,0.0,0,0,0
